OTU,Domain,Clade1,Class,Order,Family,Genus,Species,WTU.domain,WTU.clade1,WTU.class,WTU.order,WTU.family,WTU.genus,WTU.species
OTU2310,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU2675,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU3768,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU4186,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5377,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU3776,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU8959,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU3568,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU6958,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7957,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8821,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7829,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Setaria,Setaria verticillata,2,4,4,7,10,59,135
OTU8288,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU4631,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU5388,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU6385,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU8932,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7932,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU4474,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU7966,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU6391,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa trichopus,2,4,4,7,10,67,153
OTU8995,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa trichopus,2,4,4,7,10,67,153
OTU8657,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5642,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5011,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU5922,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU8003,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU4762,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU6911,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa mosambicensis,2,4,4,7,10,67,148
OTU4432,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5701,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8455,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU4909,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8415,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8357,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa trichopus,2,4,4,7,10,67,153
OTU9109,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7884,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU6099,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5813,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8431,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7218,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU5870,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8222,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7698,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7308,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8401,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU5936,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus compressus,2,4,4,7,10,29,66
OTU6282,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Setaria,Setaria verticillata,2,4,4,7,10,59,135
OTU4683,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8209,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7870,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU4600,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU6689,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU6517,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU6657,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU4668,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU6820,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7827,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU2512,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU2459,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU1601,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU2236,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU8953,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU3048,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU3064,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU3257,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU5725,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU3877,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU3207,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU3648,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU2526,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8343,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU4010,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU2970,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU2602,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU7509,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU6179,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU4867,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU4022,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5442,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU3549,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8118,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5843,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU6800,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU5497,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,3,6,7,38,73,271,684
OTU7267,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa trichopus,2,4,4,7,10,67,153
OTU4551,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa nigropedata,2,4,4,7,10,67,149
OTU8510,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU5878,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7176,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU6200,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5783,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU8435,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU5809,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU6972,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU5881,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5631,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU5123,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5615,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Setaria,Setaria verticillata,2,4,4,7,10,59,135
OTU4487,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8937,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5764,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7710,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7478,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU5345,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8717,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU4357,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7175,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU7072,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU6220,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU8398,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU1275,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,3,6,7,38,73,271,684
OTU1233,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus coluteopsis,2,4,5,19,38,190,444
OTU2224,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU926,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU2830,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU3714,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus hypoglottis,2,4,5,19,38,190,454
OTU9140,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU4245,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU401,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU635,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU2745,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU1797,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU3767,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU3403,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium standleyanum,2,4,5,13,24,152,348
OTU4256,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU3918,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU7816,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU4880,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus verrucosus,2,4,5,19,38,190,485
OTU8804,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU7863,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU7595,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU4493,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU5481,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU6541,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU6709,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lalesarensis,2,4,5,19,38,190,458
OTU5687,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU6068,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus piptocephalus,2,4,5,19,38,190,469
OTU5305,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU7620,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus bethlehemiticus,2,4,5,19,38,190,438
OTU4563,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus polycladus,2,4,5,19,38,190,470
OTU6694,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus piptocephalus,2,4,5,19,38,190,469
OTU226,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Salsola,Salsola collina,2,4,5,13,24,158,359
OTU476,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus facetus,2,4,5,19,38,190,451
OTU627,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus facetus,2,4,5,19,38,190,451
OTU932,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus facetus,2,4,5,19,38,190,451
OTU911,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU1357,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus facetus,2,4,5,19,38,190,451
OTU2188,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU1808,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU1952,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU1777,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU1892,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU3919,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU4156,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU4111,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU2204,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU3517,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU8620,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus facetus,2,4,5,19,38,190,451
OTU3323,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU7282,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU8605,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus hypoglottis,2,4,5,19,38,190,454
OTU5324,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU8520,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU3411,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU3346,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus ornithopodioides,2,4,5,19,38,190,464
OTU7495,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU8809,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU7765,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU6389,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU4746,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus xiphidioides,2,4,5,19,38,190,488
OTU4647,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus uliginosus,2,4,5,19,38,190,484
OTU6963,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU8817,Eukaryota,Streptophyta,NA,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium acuminatum,2,4,5,13,24,152,344
OTU606,Eukaryota,Streptophyta,NA,Pinales,Pinaceae,Abies,Abies squamata,2,4,5,28,56,242,610
OTU1327,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU8072,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2683,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2550,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU7357,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU3131,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4304,Eukaryota,NA,NA,NA,NA,NA,uncultured fungus,2,5,6,37,72,270,683
OTU1886,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4878,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU3858,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU6216,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU5249,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4048,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4586,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU5467,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU5459,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU6466,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU6825,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU9023,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU6535,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU6508,Eukaryota,NA,NA,NA,NA,NA,uncultured fungus,2,5,6,37,72,270,683
OTU8694,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4911,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4449,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU5763,Eukaryota,NA,NA,NA,NA,NA,uncultured fungus,2,5,6,37,72,270,683
OTU4589,Eukaryota,NA,NA,NA,NA,NA,uncultured fungus,2,5,6,37,72,270,683
OTU6042,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU9067,Eukaryota,NA,NA,NA,NA,NA,uncultured fungus,2,5,6,37,72,270,683
OTU8048,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU6136,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU5040,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
