OTU,Kingdom,Clade1,Clade2,Order,Family,Subfamily,Genus,Species,WTU.kingdom,WTU.clade1,WTU.clade2,WTU.order,WTU.family,WTU.subfamily,WTU.genus,WTU.species
OTU8747,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15067,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9960,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9725,Viridiplantae,Streptophyta,asterids,NA,NA,NA,NA,NA,1,1,1,11,42,60,334,488
OTU9057,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU11147,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13421,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13484,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8530,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15663,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU11785,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16919,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14837,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14501,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13730,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14336,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8070,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU12607,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16955,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8135,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10246,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15929,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13008,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU11414,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16550,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10198,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15193,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14456,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU12245,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU11852,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9389,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16040,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU15053,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14297,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU11054,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14372,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15109,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9887,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14448,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16737,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8729,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9378,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16652,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9109,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15898,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU17133,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU11345,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13279,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8058,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9603,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU11924,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9951,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8320,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU17126,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14017,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU9952,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15241,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13294,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU7347,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU169,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU229,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU281,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU244,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU261,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU247,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU419,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU396,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU249,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU296,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU285,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU344,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU374,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU284,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU334,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU342,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU368,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU318,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU381,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU475,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU384,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU436,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU478,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU441,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU446,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU410,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU403,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU404,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU468,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU502,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU497,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU399,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU467,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU496,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU715,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU505,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU433,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU492,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU713,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU559,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU482,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU716,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU699,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU691,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU645,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU700,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU617,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU596,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU601,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU628,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU582,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU563,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU793,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU690,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU913,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU666,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1431,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU741,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU658,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU693,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU824,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU796,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU778,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU840,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU774,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU756,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU817,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU684,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU884,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU945,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1005,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Hibiscus,Hibiscus_calyphyllus,1,1,10,37,88,123,723,1314
OTU914,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU864,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU841,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU902,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU973,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1178,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU827,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU866,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU1082,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU814,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU909,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1032,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1053,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU1280,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1156,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1149,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU962,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1124,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU1214,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1169,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1175,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1563,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1634,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1345,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1419,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU1247,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1812,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1643,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1521,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1327,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1467,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1414,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1461,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1438,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1513,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU1464,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1800,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1471,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1939,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1575,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1863,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Sida,Sida_sp__TRK-2015,1,1,10,37,88,123,727,1322
OTU1785,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2049,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2082,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1803,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1802,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1694,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1874,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2138,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1910,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1956,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU2256,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2158,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2099,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2006,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2185,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2091,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2100,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1985,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2083,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU1938,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2093,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2735,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2241,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2071,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2375,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2001,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2373,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2234,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2168,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU2359,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU3068,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2905,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2915,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2607,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2909,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU3077,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2602,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2881,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU2686,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU3326,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,NA,NA,1,1,10,37,88,124,729,1324
OTU3543,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
OTU3810,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,NA,NA,1,1,10,37,88,123,728,1323
