OTU,SampleID,Reads
OTU94763,S010080,1
OTU88700,S010080,1
OTU85568,S010080,1
OTU52676,S010080,1
OTU10235,S010080,1
OTU48854,S010080,1
OTU87396,S010080,1
OTU150,S010081,3523
OTU763,S010081,1511
OTU1447,S010081,796
OTU956,S010081,201
OTU78221,S010081,112
OTU1710,S010081,53
OTU97283,S010081,46
OTU60927,S010081,38
OTU94346,S010081,37
OTU1370,S010081,19
OTU16679,S010081,19
OTU70689,S010081,19
OTU666,S010081,18
OTU55764,S010081,17
OTU181,S010081,14
OTU14879,S010081,13
OTU67423,S010081,13
OTU46850,S010081,12
OTU96086,S010081,12
OTU64126,S010081,12
OTU47726,S010081,11
OTU1519,S010081,11
OTU52261,S010081,10
OTU409,S010081,10
OTU51283,S010081,10
OTU80517,S010081,10
OTU30009,S010081,10
OTU47832,S010081,10
OTU47141,S010081,10
OTU9489,S010081,10
OTU2677,S010081,9
OTU1439,S010081,9
OTU35442,S010081,9
OTU88760,S010081,9
OTU102408,S010081,9
OTU61249,S010081,9
OTU49692,S010081,8
OTU69806,S010081,7
OTU2648,S010081,7
OTU86656,S010081,7
OTU2571,S010081,7
OTU80767,S010081,6
OTU83482,S010081,6
OTU8807,S010081,6
OTU55884,S010081,6
OTU1752,S010081,6
OTU96376,S010081,6
OTU22483,S010081,6
OTU512,S010081,6
OTU1410,S010081,5
OTU61757,S010081,4
OTU4186,S010081,4
OTU46062,S010081,4
OTU76837,S010081,4
OTU49386,S010081,4
OTU10790,S010081,3
OTU1072,S010081,3
OTU776,S010081,3
OTU93243,S010081,3
OTU65409,S010081,3
OTU96652,S010081,3
OTU38683,S010081,3
OTU234,S010081,3
OTU56336,S010081,2
OTU97703,S010081,2
OTU100514,S010081,2
OTU14356,S010081,2
OTU20785,S010081,2
OTU45793,S010081,2
OTU89489,S010081,2
OTU105827,S010081,2
OTU21935,S010081,2
OTU393,S010081,1
OTU7676,S010081,1
OTU40319,S010081,1
OTU12636,S010081,1
OTU8497,S010081,1
OTU29631,S010081,1
OTU98180,S010081,1
OTU26314,S010081,1
OTU1648,S010081,1
OTU2259,S010081,1
OTU4375,S010081,1
OTU53045,S010081,1
OTU5570,S010081,1
OTU101170,S010081,1
OTU37026,S010081,1
OTU23611,S010081,1
OTU93436,S010081,1
OTU42595,S010081,1
OTU4243,S010081,1
OTU68030,S010081,1
OTU87252,S010081,1
OTU4838,S010081,1
OTU5539,S010081,1
OTU36484,S010081,1
OTU84831,S010081,1
OTU52458,S010081,1
OTU17702,S010081,1
OTU49786,S010081,1
OTU53175,S010081,1
OTU50986,S010081,1
OTU77105,S010081,1
OTU54839,S010081,1
OTU18687,S010081,1
OTU13118,S010081,1
OTU83285,S010081,1
OTU37464,S010081,1
OTU100546,S010081,1
OTU54842,S010081,1
OTU45589,S010081,1
OTU94763,S010081,1
OTU10255,S010081,1
OTU20411,S010081,1
OTU19750,S010081,1
OTU90446,S010081,1
OTU763,S010082,8573
OTU94346,S010082,4095
OTU956,S010082,1180
OTU78221,S010082,411
OTU60927,S010082,203
OTU150,S010082,119
OTU1447,S010082,61
OTU30009,S010082,61
OTU1710,S010082,43
OTU22483,S010082,37
OTU21665,S010082,34
OTU96086,S010082,32
OTU1752,S010082,26
OTU9489,S010082,26
OTU252,S010082,20
OTU46062,S010082,16
OTU20785,S010082,15
OTU1648,S010082,13
OTU61249,S010082,12
OTU104093,S010082,11
OTU70689,S010082,9
OTU97283,S010082,8
OTU410,S010082,8
OTU2571,S010082,8
OTU42595,S010082,8
OTU45793,S010082,8
OTU2648,S010082,7
OTU35001,S010082,7
OTU4243,S010082,7
OTU89489,S010082,7
OTU30010,S010082,7
OTU105827,S010082,6
OTU68030,S010082,6
OTU36484,S010082,6
OTU107196,S010082,5
OTU5518,S010082,4
OTU50986,S010082,4
OTU71762,S010082,4
OTU3013,S010082,3
OTU15715,S010082,3
OTU67423,S010082,3
OTU7616,S010082,3
OTU55764,S010082,3
OTU26541,S010082,3
OTU1023,S010082,3
OTU26338,S010082,3
OTU47559,S010082,3
OTU17022,S010082,3
OTU14879,S010082,2
OTU1439,S010082,2
OTU61757,S010082,2
OTU80517,S010082,2
OTU47141,S010082,2
OTU102912,S010082,2
OTU948,S010082,2
OTU49386,S010082,2
OTU37464,S010082,2
OTU8366,S010082,2
OTU51,S010082,1
OTU17214,S010082,1
OTU2677,S010082,1
OTU50183,S010082,1
OTU45589,S010082,1
OTU4201,S010082,1
OTU47726,S010082,1
OTU51283,S010082,1
OTU12636,S010082,1
OTU101670,S010082,1
OTU14356,S010082,1
OTU11621,S010082,1
OTU393,S010082,1
OTU1519,S010082,1
OTU20957,S010082,1
OTU16072,S010082,1
OTU61153,S010082,1
OTU47187,S010082,1
OTU58162,S010082,1
OTU53175,S010082,1
OTU60088,S010082,1
OTU58978,S010082,1
OTU60086,S010082,1
OTU21935,S010082,1
OTU102408,S010082,1
OTU41409,S010082,1
OTU49872,S010082,1
OTU23860,S010082,1
OTU36577,S010082,1
OTU103933,S010082,1
OTU58107,S010082,1
OTU30087,S010082,1
OTU23813,S010082,1
OTU45932,S010082,1
OTU47960,S010082,1
OTU763,S010084,4250
OTU79705,S010084,2970
OTU956,S010084,587
OTU75265,S010084,379
OTU150,S010084,293
OTU78221,S010084,230
OTU8497,S010084,119
OTU60927,S010084,108
OTU1710,S010084,101
OTU1447,S010084,90
OTU97283,S010084,74
OTU1859,S010084,58
OTU14879,S010084,47
OTU58181,S010084,31
OTU47141,S010084,26
OTU30009,S010084,22
OTU61757,S010084,16
OTU2648,S010084,15
OTU56336,S010084,15
OTU70689,S010084,15
OTU1752,S010084,13
OTU96086,S010084,13
OTU1648,S010084,12
OTU22483,S010084,12
OTU33842,S010084,11
OTU55884,S010084,6
OTU61249,S010084,6
OTU4243,S010084,6
OTU35001,S010084,5
OTU14356,S010084,5
OTU46062,S010084,5
OTU42595,S010084,5
OTU71762,S010084,5
OTU2571,S010084,4
OTU16679,S010084,4
OTU26541,S010084,4
OTU9489,S010084,4
OTU20785,S010084,4
OTU30010,S010084,4
OTU36484,S010084,4
OTU1439,S010084,3
OTU96652,S010084,3
OTU45589,S010084,3
OTU2259,S010084,3
OTU51283,S010084,3
OTU7616,S010084,3
OTU16072,S010084,3
OTU47985,S010084,3
OTU26338,S010084,3
OTU409,S010084,2
OTU5529,S010084,2
OTU20411,S010084,2
OTU101545,S010084,2
OTU2700,S010084,2
OTU47187,S010084,2
OTU45793,S010084,2
OTU104093,S010084,2
OTU60088,S010084,2
OTU26314,S010084,2
OTU72996,S010084,2
OTU43150,S010084,2
OTU49386,S010084,2
OTU95578,S010084,1
OTU17214,S010084,1
OTU2677,S010084,1
OTU6501,S010084,1
OTU88760,S010084,1
OTU53045,S010084,1
OTU414,S010084,1
OTU1268,S010084,1
OTU2109,S010084,1
OTU80517,S010084,1
OTU86656,S010084,1
OTU67423,S010084,1
OTU55764,S010084,1
OTU105827,S010084,1
OTU68030,S010084,1
OTU35442,S010084,1
OTU37026,S010084,1
OTU85569,S010084,1
OTU78390,S010084,1
OTU38375,S010084,1
OTU87252,S010084,1
OTU58978,S010084,1
OTU21935,S010084,1
OTU1023,S010084,1
OTU102912,S010084,1
OTU34997,S010084,1
OTU27638,S010084,1
OTU54909,S010084,1
OTU103558,S010084,1
OTU14879,S010085,3607
OTU61757,S010085,1345
OTU22826,S010085,876
OTU94346,S010085,281
OTU150,S010085,250
OTU84646,S010085,188
OTU1447,S010085,130
OTU1284,S010085,55
OTU107125,S010085,50
OTU97283,S010085,40
OTU1859,S010085,38
OTU79705,S010085,38
OTU6639,S010085,20
OTU94020,S010085,17
OTU17696,S010085,16
OTU836,S010085,12
OTU24429,S010085,12
OTU11466,S010085,11
OTU58181,S010085,11
OTU37106,S010085,9
OTU73990,S010085,8
OTU99,S010085,7
OTU30234,S010085,7
OTU763,S010085,5
OTU879,S010085,5
OTU11951,S010085,5
OTU11114,S010085,5
OTU75334,S010085,4
OTU55764,S010085,4
OTU12618,S010085,3
OTU956,S010085,3
OTU8497,S010085,3
OTU93243,S010085,3
OTU19697,S010085,3
OTU19014,S010085,3
OTU42816,S010085,2
OTU59434,S010085,2
OTU80517,S010085,2
OTU16679,S010085,2
OTU11579,S010085,2
OTU107120,S010085,2
OTU2471,S010085,2
OTU40344,S010085,2
OTU53408,S010085,2
OTU93490,S010085,2
OTU35631,S010085,2
OTU44287,S010085,2
OTU52764,S010085,1
OTU95578,S010085,1
OTU8560,S010085,1
OTU2677,S010085,1
OTU107196,S010085,1
OTU78221,S010085,1
OTU776,S010085,1
OTU18620,S010085,1
OTU47726,S010085,1
OTU86656,S010085,1
OTU67423,S010085,1
OTU90276,S010085,1
OTU35442,S010085,1
OTU58912,S010085,1
OTU1519,S010085,1
OTU20441,S010085,1
OTU38375,S010085,1
OTU5785,S010085,1
OTU541,S010085,1
OTU86508,S010085,1
OTU5609,S010085,1
OTU1072,S010085,1
OTU42604,S010085,1
OTU49786,S010085,1
OTU16075,S010085,1
OTU62539,S010085,1
OTU35971,S010085,1
OTU25674,S010085,1
OTU29042,S010085,1
OTU83404,S010085,1
OTU14879,S010086,5625
OTU61757,S010086,2214
OTU666,S010086,929
OTU650,S010086,560
OTU1370,S010086,195
OTU79705,S010086,191
OTU138,S010086,182
OTU53663,S010086,151
OTU419,S010086,145
OTU94346,S010086,134
OTU80767,S010086,132
OTU47833,S010086,98
OTU40061,S010086,91
OTU107130,S010086,89
OTU12232,S010086,87
OTU83482,S010086,67
OTU353,S010086,61
OTU81356,S010086,55
OTU1193,S010086,53
OTU97283,S010086,52
OTU94360,S010086,50
OTU96502,S010086,50
OTU77790,S010086,41
OTU6639,S010086,36
OTU24429,S010086,31
OTU3459,S010086,30
OTU17696,S010086,29
OTU52764,S010086,23
OTU52261,S010086,22
OTU8497,S010086,19
OTU1688,S010086,13
OTU63,S010086,11
OTU11114,S010086,10
OTU11208,S010086,10
OTU81807,S010086,10
OTU30234,S010086,9
OTU53408,S010086,8
OTU2471,S010086,7
OTU79653,S010086,7
OTU163,S010086,7
OTU393,S010086,6
OTU53052,S010086,6
OTU2023,S010086,6
OTU26315,S010086,5
OTU150,S010086,4
OTU52909,S010086,4
OTU62838,S010086,4
OTU8714,S010086,4
OTU4086,S010086,4
OTU68963,S010086,3
OTU57846,S010086,3
OTU65165,S010086,2
OTU62539,S010086,2
OTU19582,S010086,2
OTU60511,S010086,2
OTU32413,S010086,2
OTU21394,S010086,2
OTU7676,S010086,1
OTU932,S010086,1
OTU181,S010086,1
OTU2677,S010086,1
OTU17793,S010086,1
OTU2109,S010086,1
OTU13304,S010086,1
OTU33842,S010086,1
OTU93243,S010086,1
OTU3013,S010086,1
OTU38116,S010086,1
OTU19697,S010086,1
OTU42488,S010086,1
OTU40344,S010086,1
OTU35334,S010086,1
OTU55691,S010086,1
OTU100151,S010086,1
OTU541,S010086,1
OTU40769,S010086,1
OTU65041,S010086,1
OTU90932,S010086,1
OTU45042,S010086,1
OTU2120,S010086,1
OTU23098,S010086,1
OTU1005,S010086,1
OTU68620,S010086,1
OTU9922,S010086,1
OTU57,S010086,1
OTU422,S010086,1
OTU40078,S010086,1
OTU104637,S010086,1
OTU67597,S010086,1
OTU87729,S010086,1
OTU14879,S010087,6678
OTU150,S010087,3756
OTU61757,S010087,2636
OTU1447,S010087,1216
OTU54932,S010087,1215
OTU1859,S010087,588
OTU97283,S010087,578
OTU56336,S010087,554
OTU94346,S010087,514
OTU1710,S010087,358
OTU79705,S010087,307
OTU58181,S010087,306
OTU16029,S010087,196
OTU763,S010087,115
OTU3556,S010087,111
OTU13174,S010087,85
OTU107130,S010087,79
OTU46850,S010087,77
OTU666,S010087,70
OTU252,S010087,64
OTU2648,S010087,60
OTU70689,S010087,44
OTU1268,S010087,39
OTU410,S010087,33
OTU100514,S010087,30
OTU16679,S010087,29
OTU17696,S010087,29
OTU96652,S010087,28
OTU6639,S010087,27
OTU24429,S010087,25
OTU8497,S010087,23
OTU55884,S010087,23
OTU86656,S010087,22
OTU55764,S010087,21
OTU10790,S010087,20
OTU52909,S010087,17
OTU29631,S010087,17
OTU956,S010087,16
OTU51283,S010087,16
OTU776,S010087,16
OTU53408,S010087,16
OTU1979,S010087,14
OTU1370,S010087,13
OTU42816,S010087,13
OTU67423,S010087,13
OTU49692,S010087,13
OTU11114,S010087,13
OTU2677,S010087,12
OTU83428,S010087,12
OTU14356,S010087,12
OTU26314,S010087,11
OTU30234,S010087,11
OTU47726,S010087,10
OTU76837,S010087,10
OTU35442,S010087,9
OTU15715,S010087,9
OTU97289,S010087,9
OTU74111,S010087,9
OTU80517,S010087,8
OTU88760,S010087,8
OTU1519,S010087,8
OTU78221,S010087,7
OTU1439,S010087,7
OTU2259,S010087,7
OTU11208,S010087,7
OTU92768,S010087,7
OTU409,S010087,6
OTU62539,S010087,6
OTU52261,S010087,5
OTU47832,S010087,5
OTU64126,S010087,5
OTU61249,S010087,5
OTU2471,S010087,5
OTU80767,S010087,4
OTU53052,S010087,4
OTU4375,S010087,4
OTU83482,S010087,3
OTU60927,S010087,3
OTU618,S010087,3
OTU54046,S010087,3
OTU18620,S010087,3
OTU101170,S010087,3
OTU37026,S010087,3
OTU23611,S010087,3
OTU93436,S010087,3
OTU38683,S010087,3
OTU64969,S010087,3
OTU19697,S010087,3
OTU58107,S010087,3
OTU102287,S010087,3
OTU41645,S010087,3
OTU48983,S010087,3
OTU6465,S010087,2
OTU30817,S010087,2
OTU97703,S010087,2
OTU1072,S010087,2
OTU93243,S010087,2
OTU53045,S010087,2
OTU99,S010087,2
OTU65409,S010087,2
OTU20441,S010087,2
OTU85569,S010087,2
OTU35328,S010087,2
OTU84831,S010087,2
OTU54842,S010087,2
OTU101545,S010087,2
OTU119,S010087,2
OTU3615,S010087,2
OTU3071,S010087,1
OTU63,S010087,1
OTU6501,S010087,1
OTU1648,S010087,1
OTU23141,S010087,1
OTU14251,S010087,1
OTU809,S010087,1
OTU34287,S010087,1
OTU4838,S010087,1
OTU54328,S010087,1
OTU33117,S010087,1
OTU17328,S010087,1
OTU82780,S010087,1
OTU15064,S010087,1
OTU8560,S010087,1
OTU49786,S010087,1
OTU54839,S010087,1
OTU40344,S010087,1
OTU14378,S010087,1
OTU13118,S010087,1
OTU205,S010087,1
OTU73674,S010087,1
OTU23071,S010087,1
OTU43743,S010087,1
OTU35769,S010087,1
OTU76125,S010087,1
OTU45589,S010087,1
OTU30744,S010087,1
OTU13122,S010087,1
OTU73085,S010087,1
OTU51688,S010087,1
OTU62233,S010087,1
OTU56821,S010087,1
OTU98611,S010087,1
OTU5609,S010087,1
OTU20411,S010087,1
OTU43209,S010087,1
OTU55376,S010087,1
OTU858,S010087,1
OTU70911,S010087,1
OTU1165,S010087,1
OTU67924,S010087,1
OTU54097,S010087,1
OTU26333,S010087,1
OTU37451,S010087,1
OTU488,S010087,1
OTU61471,S010087,1
OTU51699,S010087,1
OTU37348,S010087,1
OTU31006,S010087,1
OTU70767,S010087,1
OTU11466,S010088,7405
OTU12618,S010088,1969
OTU666,S010088,733
OTU763,S010088,476
OTU14879,S010088,389
OTU1370,S010088,358
OTU61757,S010088,162
OTU83482,S010088,145
OTU75265,S010088,126
OTU59,S010088,84
OTU97283,S010088,83
OTU80767,S010088,75
OTU30817,S010088,72
OTU102761,S010088,63
OTU40061,S010088,60
OTU6501,S010088,60
OTU150,S010088,45
OTU650,S010088,35
OTU52261,S010088,34
OTU9007,S010088,33
OTU956,S010088,32
OTU94346,S010088,31
OTU1700,S010088,31
OTU1447,S010088,30
OTU28,S010088,30
OTU181,S010088,25
OTU63,S010088,25
OTU78221,S010088,22
OTU443,S010088,22
OTU126,S010088,21
OTU946,S010088,19
OTU26693,S010088,16
OTU34585,S010088,15
OTU60927,S010088,14
OTU621,S010088,13
OTU24351,S010088,12
OTU409,S010088,11
OTU69806,S010088,11
OTU36557,S010088,10
OTU52909,S010088,10
OTU18620,S010088,9
OTU3071,S010088,8
OTU98180,S010088,8
OTU38116,S010088,7
OTU62439,S010088,7
OTU42488,S010088,7
OTU1268,S010088,6
OTU9968,S010088,6
OTU13209,S010088,5
OTU8807,S010088,4
OTU4186,S010088,4
OTU12916,S010088,4
OTU30204,S010088,4
OTU47141,S010088,4
OTU6824,S010088,4
OTU94360,S010088,3
OTU10790,S010088,3
OTU65165,S010088,3
OTU81807,S010088,3
OTU13118,S010088,3
OTU52764,S010088,2
OTU107130,S010088,2
OTU46850,S010088,2
OTU1439,S010088,2
OTU51283,S010088,2
OTU96086,S010088,2
OTU11114,S010088,2
OTU4243,S010088,2
OTU22979,S010088,2
OTU40999,S010088,2
OTU89932,S010088,2
OTU20317,S010088,2
OTU107132,S010088,1
OTU56336,S010088,1
OTU2677,S010088,1
OTU55884,S010088,1
OTU17696,S010088,1
OTU6639,S010088,1
OTU53052,S010088,1
OTU80517,S010088,1
OTU24429,S010088,1
OTU30009,S010088,1
OTU776,S010088,1
OTU2109,S010088,1
OTU26314,S010088,1
OTU53408,S010088,1
OTU4375,S010088,1
OTU2571,S010088,1
OTU2866,S010088,1
OTU19697,S010088,1
OTU81358,S010088,1
OTU16072,S010088,1
OTU98211,S010088,1
OTU49386,S010088,1
OTU40697,S010088,1
OTU74956,S010088,1
OTU9024,S010088,1
OTU51964,S010088,1
OTU83474,S010088,1
OTU76866,S010088,1
OTU96365,S010088,1
OTU66492,S010088,1
OTU40769,S010088,1
OTU24557,S010088,1
OTU2657,S010088,1
OTU55118,S010088,1
OTU14879,S010089,5494
OTU61757,S010089,2046
OTU879,S010089,863
OTU94346,S010089,587
OTU102761,S010089,505
OTU666,S010089,420
OTU59434,S010089,356
OTU6323,S010089,306
OTU30817,S010089,305
OTU70964,S010089,283
OTU763,S010089,273
OTU46850,S010089,219
OTU150,S010089,167
OTU97283,S010089,162
OTU16029,S010089,140
OTU2961,S010089,110
OTU1370,S010089,105
OTU81356,S010089,90
OTU106816,S010089,84
OTU98641,S010089,78
OTU69806,S010089,62
OTU61932,S010089,60
OTU1447,S010089,54
OTU10320,S010089,38
OTU956,S010089,37
OTU17696,S010089,27
OTU6639,S010089,25
OTU78221,S010089,23
OTU24429,S010089,22
OTU83482,S010089,21
OTU54832,S010089,16
OTU80767,S010089,15
OTU10790,S010089,15
OTU64969,S010089,13
OTU79705,S010089,10
OTU30234,S010089,9
OTU11114,S010089,8
OTU52909,S010089,6
OTU53408,S010089,6
OTU60927,S010089,5
OTU26314,S010089,5
OTU62539,S010089,5
OTU55884,S010089,4
OTU2471,S010089,4
OTU52261,S010089,3
OTU409,S010089,3
OTU55764,S010089,3
OTU93436,S010089,3
OTU30009,S010089,2
OTU65165,S010089,2
OTU2109,S010089,2
OTU19697,S010089,2
OTU44287,S010089,2
OTU10776,S010089,2
OTU5609,S010089,2
OTU11466,S010089,1
OTU932,S010089,1
OTU56336,S010089,1
OTU107130,S010089,1
OTU63,S010089,1
OTU1268,S010089,1
OTU35442,S010089,1
OTU67423,S010089,1
OTU102408,S010089,1
OTU47141,S010089,1
OTU1648,S010089,1
OTU42595,S010089,1
OTU30010,S010089,1
OTU855,S010089,1
OTU40344,S010089,1
OTU72274,S010089,1
OTU89221,S010089,1
OTU65997,S010089,1
OTU2753,S010089,1
OTU64968,S010089,1
OTU98242,S010089,1
OTU79373,S010089,1
OTU541,S010089,1
OTU7647,S010089,1
OTU71754,S010089,1
OTU99737,S010089,1
OTU8432,S010089,1
OTU24286,S010089,1
OTU73053,S010089,1
OTU14879,S010090,7493
OTU61757,S010090,2506
OTU150,S010090,2047
OTU94346,S010090,1059
OTU1447,S010090,785
OTU107131,S010090,506
OTU56336,S010090,410
OTU97283,S010090,314
OTU79705,S010090,169
OTU763,S010090,153
OTU1859,S010090,112
OTU879,S010090,106
OTU20237,S010090,65
OTU58181,S010090,35
OTU59434,S010090,30
OTU6639,S010090,30
OTU24429,S010090,27
OTU17696,S010090,24
OTU55764,S010090,21
OTU106816,S010090,21
OTU956,S010090,19
OTU10790,S010090,19
OTU1268,S010090,19
OTU16679,S010090,16
OTU78221,S010090,14
OTU100514,S010090,14
OTU8497,S010090,13
OTU55884,S010090,13
OTU11114,S010090,13
OTU80517,S010090,11
OTU51283,S010090,9
OTU35442,S010090,9
OTU1519,S010090,9
OTU22126,S010090,9
OTU252,S010090,8
OTU67423,S010090,8
OTU30234,S010090,8
OTU38683,S010090,8
OTU29631,S010090,7
OTU26314,S010090,7
OTU60927,S010090,6
OTU410,S010090,6
OTU88760,S010090,6
OTU776,S010090,5
OTU86656,S010090,5
OTU63151,S010090,5
OTU101170,S010090,5
OTU16029,S010090,4
OTU64126,S010090,4
OTU409,S010090,3
OTU97703,S010090,3
OTU1439,S010090,3
OTU77790,S010090,3
OTU93243,S010090,3
OTU2259,S010090,3
OTU62539,S010090,3
OTU19697,S010090,3
OTU107130,S010090,2
OTU1072,S010090,2
OTU47726,S010090,2
OTU47832,S010090,2
OTU53408,S010090,2
OTU76837,S010090,2
OTU37026,S010090,2
OTU2471,S010090,2
OTU64969,S010090,2
OTU87252,S010090,2
OTU5539,S010090,2
OTU33117,S010090,2
OTU49786,S010090,2
OTU40344,S010090,2
OTU89221,S010090,2
OTU666,S010090,1
OTU102761,S010090,1
OTU30817,S010090,1
OTU46850,S010090,1
OTU98641,S010090,1
OTU2677,S010090,1
OTU1493,S010090,1
OTU49692,S010090,1
OTU15715,S010090,1
OTU22483,S010090,1
OTU53045,S010090,1
OTU99,S010090,1
OTU20441,S010090,1
OTU34287,S010090,1
OTU2700,S010090,1
OTU35328,S010090,1
OTU84831,S010090,1
OTU14526,S010090,1
OTU24997,S010090,1
OTU54832,S010090,1
OTU72274,S010090,1
OTU72897,S010090,1
OTU78192,S010090,1
OTU45278,S010090,1
OTU76125,S010090,1
OTU47948,S010090,1
OTU2753,S010090,1
OTU84459,S010090,1
OTU65908,S010090,1
OTU10816,S010090,1
OTU15091,S010090,1
OTU5785,S010090,1
OTU48977,S010090,1
OTU92411,S010090,1
OTU44130,S010090,1
OTU49495,S010090,1
OTU150,S010091,5830
OTU666,S010091,4372
OTU763,S010091,2147
OTU1447,S010091,1886
OTU94346,S010091,1599
OTU1370,S010091,1445
OTU11466,S010091,1285
OTU14879,S010091,505
OTU52261,S010091,334
OTU409,S010091,303
OTU97283,S010091,293
OTU80767,S010091,282
OTU12618,S010091,270
OTU956,S010091,252
OTU83482,S010091,225
OTU621,S010091,199
OTU61757,S010091,172
OTU78221,S010091,152
OTU63,S010091,139
OTU46850,S010091,123
OTU2109,S010091,76
OTU60927,S010091,65
OTU55764,S010091,65
OTU98180,S010091,64
OTU776,S010091,44
OTU16679,S010091,39
OTU61803,S010091,38
OTU47726,S010091,38
OTU1439,S010091,31
OTU24351,S010091,30
OTU51283,S010091,28
OTU52909,S010091,28
OTU88760,S010091,27
OTU55884,S010091,25
OTU5570,S010091,23
OTU72480,S010091,21
OTU80517,S010091,18
OTU2677,S010091,16
OTU49692,S010091,15
OTU10790,S010091,14
OTU96086,S010091,13
OTU56336,S010091,12
OTU67423,S010091,12
OTU35442,S010091,11
OTU47141,S010091,11
OTU1268,S010091,10
OTU1519,S010091,10
OTU65165,S010091,9
OTU28,S010091,9
OTU93243,S010091,8
OTU53045,S010091,8
OTU84831,S010091,8
OTU1752,S010091,7
OTU54046,S010091,7
OTU18620,S010091,7
OTU101170,S010091,7
OTU83984,S010091,7
OTU64126,S010091,6
OTU37026,S010091,6
OTU38116,S010091,6
OTU30009,S010091,5
OTU86656,S010091,5
OTU102408,S010091,5
OTU1648,S010091,5
OTU46062,S010091,5
OTU93436,S010091,5
OTU6501,S010091,4
OTU47832,S010091,4
OTU2571,S010091,4
OTU65409,S010091,4
OTU2866,S010091,4
OTU42488,S010091,4
OTU6639,S010091,3
OTU1072,S010091,3
OTU24429,S010091,3
OTU38622,S010091,3
OTU76837,S010091,3
OTU20785,S010091,3
OTU38683,S010091,3
OTU104093,S010091,3
OTU30010,S010091,3
OTU64969,S010091,3
OTU85569,S010091,3
OTU87252,S010091,3
OTU18687,S010091,3
OTU37464,S010091,3
OTU54049,S010091,3
OTU97703,S010091,2
OTU22483,S010091,2
OTU3013,S010091,2
OTU30234,S010091,2
OTU2259,S010091,2
OTU23611,S010091,2
OTU9489,S010091,2
OTU42595,S010091,2
OTU35001,S010091,2
OTU4838,S010091,2
OTU5539,S010091,2
OTU14526,S010091,2
OTU47187,S010091,2
OTU28573,S010091,2
OTU7616,S010091,2
OTU13118,S010091,2
OTU72897,S010091,2
OTU51057,S010091,2
OTU40697,S010091,2
OTU55370,S010091,2
OTU88005,S010091,2
OTU27638,S010091,2
OTU13444,S010091,2
OTU21728,S010091,1
OTU52764,S010091,1
OTU35213,S010091,1
OTU8497,S010091,1
OTU17696,S010091,1
OTU26314,S010091,1
OTU53408,S010091,1
OTU63151,S010091,1
OTU4243,S010091,1
OTU45793,S010091,1
OTU62539,S010091,1
OTU68030,S010091,1
OTU1023,S010091,1
OTU26693,S010091,1
OTU1790,S010091,1
OTU71762,S010091,1
OTU36484,S010091,1
OTU17328,S010091,1
OTU105827,S010091,1
OTU21935,S010091,1
OTU26338,S010091,1
OTU50986,S010091,1
OTU14378,S010091,1
OTU72274,S010091,1
OTU16072,S010091,1
OTU60088,S010091,1
OTU1123,S010091,1
OTU102912,S010091,1
OTU35334,S010091,1
OTU73674,S010091,1
OTU31411,S010091,1
OTU45944,S010091,1
OTU60086,S010091,1
OTU13997,S010091,1
OTU85568,S010091,1
OTU5546,S010091,1
OTU51412,S010091,1
OTU88347,S010091,1
OTU3040,S010091,1
OTU10933,S010091,1
OTU63013,S010091,1
OTU96067,S010091,1
OTU77765,S010091,1
OTU24552,S010091,1
OTU12149,S010091,1
OTU41694,S010091,1
OTU64824,S010091,1
OTU82996,S010091,1
OTU49229,S010091,1
OTU104741,S010091,1
OTU40690,S010091,1
OTU96077,S010091,1
OTU105172,S010091,1
OTU763,S010092,5415
OTU956,S010092,805
OTU11466,S010092,716
OTU150,S010092,292
OTU78221,S010092,224
OTU94346,S010092,181
OTU1447,S010092,171
OTU12618,S010092,153
OTU60927,S010092,143
OTU30009,S010092,39
OTU10453,S010092,27
OTU96086,S010092,25
OTU1752,S010092,22
OTU22483,S010092,19
OTU1648,S010092,11
OTU47141,S010092,11
OTU46062,S010092,10
OTU42595,S010092,9
OTU83776,S010092,8
OTU75265,S010092,8
OTU9489,S010092,8
OTU5518,S010092,7
OTU55764,S010092,7
OTU20785,S010092,7
OTU45793,S010092,7
OTU97283,S010092,6
OTU252,S010092,6
OTU11621,S010092,6
OTU89489,S010092,6
OTU104093,S010092,6
OTU30010,S010092,6
OTU35001,S010092,5
OTU2571,S010092,5
OTU21935,S010092,5
OTU36484,S010092,5
OTU410,S010092,4
OTU49692,S010092,4
OTU68030,S010092,4
OTU105827,S010092,3
OTU23611,S010092,3
OTU47187,S010092,3
OTU58978,S010092,3
OTU50986,S010092,3
OTU26338,S010092,3
OTU409,S010092,2
OTU80517,S010092,2
OTU67423,S010092,2
OTU7616,S010092,2
OTU35442,S010092,2
OTU2700,S010092,2
OTU26541,S010092,2
OTU1519,S010092,2
OTU4243,S010092,2
OTU58162,S010092,2
OTU60088,S010092,2
OTU4375,S010092,2
OTU84459,S010092,2
OTU49386,S010092,2
OTU5529,S010092,1
OTU59494,S010092,1
OTU1439,S010092,1
OTU2677,S010092,1
OTU107196,S010092,1
OTU3013,S010092,1
OTU6501,S010092,1
OTU10255,S010092,1
OTU4201,S010092,1
OTU51283,S010092,1
OTU16679,S010092,1
OTU54046,S010092,1
OTU64126,S010092,1
OTU85569,S010092,1
OTU38375,S010092,1
OTU16072,S010092,1
OTU61153,S010092,1
OTU26693,S010092,1
OTU76837,S010092,1
OTU38697,S010092,1
