OTU,SampleID,Reads,DataFrame
OTU2732,S009085,1,spring2017
OTU7329,S009085,1,spring2017
OTU1007,S009085,1,spring2017
OTU20096,S009085,1,spring2017
OTU9306,S009085,1,spring2017
OTU4672,S009085,1,spring2017
OTU14556,S009085,1,spring2017
OTU12507,S009085,1,spring2017
OTU2146,S009085,1,spring2017
OTU2782,S009085,1,spring2017
OTU7136,S009085,1,spring2017
OTU1590,S009085,1,spring2017
OTU595,S009085,1,spring2017
OTU4486,S009085,1,spring2017
OTU708,S009085,1,spring2017
OTU896,S009085,1,spring2017
OTU1934,S009085,1,spring2017
OTU2470,S009085,1,spring2017
OTU3444,S009085,1,spring2017
OTU5712,S009085,1,spring2017
OTU1111,S009085,1,spring2017
OTU3861,S009085,1,spring2017
OTU12432,S009085,1,spring2017
OTU1125,S009085,1,spring2017
OTU1145,S009085,1,spring2017
OTU1460,S009085,1,spring2017
OTU909,S009085,1,spring2017
OTU622,S009085,1,spring2017
OTU1040,S009085,1,spring2017
OTU3233,S009085,1,spring2017
OTU7410,S009085,1,spring2017
OTU2375,S009085,1,spring2017
OTU3272,S009085,1,spring2017
OTU9406,S009085,1,spring2017
OTU9130,S009085,1,spring2017
OTU4576,S009085,1,spring2017
OTU476,S009085,1,spring2017
OTU551,S009085,1,spring2017
OTU6288,S009085,1,spring2017
OTU795,S009085,1,spring2017
OTU1521,S009085,1,spring2017
OTU4366,S009085,1,spring2017
OTU3046,S009085,1,spring2017
OTU3157,S009085,1,spring2017
OTU3458,S009085,1,spring2017
OTU7133,S009085,1,spring2017
OTU8389,S009085,1,spring2017
OTU7548,S009085,1,spring2017
OTU19657,S009085,1,spring2017
OTU3946,S009085,1,spring2017
OTU4716,S009085,1,spring2017
OTU4917,S009085,1,spring2017
OTU7472,S009085,1,spring2017
OTU828,S009085,1,spring2017
OTU9923,S009085,1,spring2017
OTU673,S009085,1,spring2017
OTU2156,S009085,1,spring2017
OTU2792,S009085,1,spring2017
OTU1428,S009085,1,spring2017
OTU4295,S009085,1,spring2017
OTU1666,S009085,1,spring2017
OTU5112,S009085,1,spring2017
OTU12499,S009085,1,spring2017
OTU1704,S009085,1,spring2017
OTU10890,S009085,1,spring2017
OTU20883,S009085,1,spring2017
OTU4537,S009085,1,spring2017
OTU4208,S009085,1,spring2017
OTU882,S009085,1,spring2017
OTU11032,S009085,1,spring2017
OTU3686,S009085,1,spring2017
OTU6486,S009085,1,spring2017
OTU5699,S009085,1,spring2017
OTU5927,S009085,1,spring2017
OTU1333,S009085,1,spring2017
OTU1895,S009085,1,spring2017
OTU9113,S009085,1,spring2017
OTU6649,S009085,1,spring2017
OTU2814,S009085,1,spring2017
OTU10597,S009085,1,spring2017
OTU1960,S009085,1,spring2017
OTU3214,S009085,1,spring2017
OTU4977,S009085,1,spring2017
OTU1897,S009085,1,spring2017
OTU4874,S009085,1,spring2017
OTU1376,S009085,1,spring2017
OTU14127,S009085,1,spring2017
OTU3271,S009085,1,spring2017
OTU22278,S009085,1,spring2017
OTU22352,S009085,1,spring2017
OTU4677,S009085,1,spring2017
OTU2266,S009085,1,spring2017
OTU8549,S009085,1,spring2017
OTU7293,S009085,1,spring2017
OTU10923,S009085,1,spring2017
OTU6117,S009085,1,spring2017
OTU2395,S009085,1,spring2017
OTU7767,S009085,1,spring2017
OTU19810,S009085,1,spring2017
OTU7390,S009085,1,spring2017
OTU5890,S009085,1,spring2017
OTU9932,S009085,1,spring2017
OTU18492,S009085,1,spring2017
OTU1954,S009085,1,spring2017
OTU7856,S009085,1,spring2017
OTU3932,S009085,1,spring2017
OTU8493,S009085,1,spring2017
OTU9498,S009085,1,spring2017
OTU7225,S009085,1,spring2017
OTU2509,S009085,1,spring2017
OTU1357,S009085,1,spring2017
OTU3048,S009085,1,spring2017
OTU5354,S009085,1,spring2017
OTU10833,S009085,1,spring2017
OTU13105,S009085,1,spring2017
OTU18391,S009085,1,spring2017
OTU3201,S009085,1,spring2017
OTU4963,S009085,1,spring2017
OTU4883,S009085,1,spring2017
OTU5830,S009085,1,spring2017
OTU2849,S009085,1,spring2017
OTU5579,S009085,1,spring2017
OTU3310,S009085,1,spring2017
OTU5164,S009085,1,spring2017
OTU3333,S009085,1,spring2017
OTU2940,S009085,1,spring2017
OTU1900,S009085,1,spring2017
OTU10240,S009085,1,spring2017
OTU21755,S009085,1,spring2017
OTU3054,S009085,1,spring2017
OTU6310,S009085,1,spring2017
OTU5389,S009085,1,spring2017
OTU11537,S009085,1,spring2017
OTU11041,S009085,1,spring2017
OTU5562,S009085,1,spring2017
OTU6134,S009085,1,spring2017
OTU2411,S009085,1,spring2017
OTU2301,S009085,1,spring2017
OTU2839,S009085,1,spring2017
OTU7435,S009085,1,spring2017
OTU905,S009085,1,spring2017
OTU11269,S009085,1,spring2017
OTU1614,S009085,1,spring2017
OTU13955,S009085,1,spring2017
OTU10204,S009085,1,spring2017
OTU18815,S009085,1,spring2017
OTU8498,S009085,1,spring2017
OTU6739,S009085,1,spring2017
OTU3086,S009085,1,spring2017
OTU13715,S009085,1,spring2017
OTU23757,S009085,1,spring2017
OTU18093,S009085,1,spring2017
OTU6766,S009085,1,spring2017
OTU8149,S009085,1,spring2017
OTU8666,S009085,1,spring2017
OTU5527,S009085,1,spring2017
OTU8616,S009085,1,spring2017
OTU9574,S009085,1,spring2017
OTU2617,S009085,1,spring2017
OTU3326,S009085,1,spring2017
OTU3853,S009085,1,spring2017
OTU4265,S009085,1,spring2017
OTU13148,S009085,1,spring2017
OTU3522,S009085,1,spring2017
OTU18967,S009085,1,spring2017
OTU7394,S009085,1,spring2017
OTU8875,S009085,1,spring2017
OTU13152,S009085,1,spring2017
OTU8492,S009085,1,spring2017
OTU8191,S009085,1,spring2017
OTU17999,S009085,1,spring2017
OTU6869,S009085,1,spring2017
OTU11437,S009085,1,spring2017
OTU2746,S009085,1,spring2017
OTU1925,S009085,1,spring2017
OTU5339,S009085,1,spring2017
OTU4077,S009085,1,spring2017
OTU3336,S009085,1,spring2017
OTU8194,S009085,1,spring2017
OTU7776,S009085,1,spring2017
OTU21760,S009085,1,spring2017
OTU5242,S009085,1,spring2017
OTU7754,S009085,1,spring2017
OTU8609,S009085,1,spring2017
OTU8105,S009085,1,spring2017
OTU18017,S009085,1,spring2017
OTU8870,S009085,1,spring2017
OTU3894,S009085,1,spring2017
OTU4027,S009085,1,spring2017
OTU20521,S009085,1,spring2017
OTU12162,S009085,1,spring2017
OTU22339,S009085,1,spring2017
OTU6685,S009085,1,spring2017
OTU8186,S009085,1,spring2017
OTU3636,S009085,1,spring2017
OTU5424,S009085,1,spring2017
OTU7182,S009085,1,spring2017
OTU20654,S009085,1,spring2017
OTU15020,S009085,1,spring2017
OTU4617,S009085,1,spring2017
OTU670,S009085,1,spring2017
OTU7291,S009085,1,spring2017
OTU20624,S009085,1,spring2017
OTU17086,S009085,1,spring2017
OTU5317,S009085,1,spring2017
OTU5751,S009085,1,spring2017
OTU5746,S009085,1,spring2017
OTU12832,S009085,1,spring2017
OTU16788,S009085,1,spring2017
OTU10919,S009085,1,spring2017
OTU2196,S009085,1,spring2017
OTU10109,S009085,1,spring2017
OTU23548,S009085,1,spring2017
OTU14011,S009085,1,spring2017
OTU10398,S009085,1,spring2017
OTU12768,S009085,1,spring2017
OTU9749,S009085,1,spring2017
OTU5126,S009085,1,spring2017
OTU9604,S009085,1,spring2017
OTU7672,S009085,1,spring2017
OTU7668,S009085,1,spring2017
OTU15005,S009085,1,spring2017
OTU1437,S009085,1,spring2017
OTU9431,S009085,1,spring2017
OTU1469,S009085,1,spring2017
OTU9789,S009085,1,spring2017
OTU5625,S009085,1,spring2017
OTU7658,S009085,1,spring2017
OTU9189,S009085,1,spring2017
OTU4399,S009085,1,spring2017
OTU3679,S009085,1,spring2017
OTU8567,S009085,1,spring2017
OTU16668,S009085,1,spring2017
OTU9096,S009085,1,spring2017
OTU5994,S009085,1,spring2017
OTU4092,S009085,1,spring2017
OTU4734,S009085,1,spring2017
OTU15415,S009085,1,spring2017
OTU7046,S009085,1,spring2017
OTU13362,S009085,1,spring2017
OTU5411,S009085,1,spring2017
OTU2752,S009085,1,spring2017
OTU19286,S009085,1,spring2017
OTU4639,S009085,1,spring2017
OTU22420,S009085,1,spring2017
OTU5348,S009085,1,spring2017
OTU1836,S009085,1,spring2017
OTU6091,S009085,1,spring2017
OTU23569,S009085,1,spring2017
OTU4356,S009085,1,spring2017
OTU16697,S009085,1,spring2017
OTU3920,S009085,1,spring2017
OTU19397,S009085,1,spring2017
OTU8906,S009085,1,spring2017
OTU17132,S009085,1,spring2017
OTU3001,S009085,1,spring2017
OTU20660,S009085,1,spring2017
OTU6504,S009085,1,spring2017
OTU21607,S009085,1,spring2017
OTU16718,S009085,1,spring2017
OTU12058,S009085,1,spring2017
OTU6144,S009085,1,spring2017
OTU14303,S009085,1,spring2017
OTU1756,S009085,1,spring2017
OTU5731,S009085,1,spring2017
OTU22232,S009085,1,spring2017
OTU12314,S009085,1,spring2017
OTU13706,S009085,1,spring2017
OTU14679,S009085,1,spring2017
OTU10814,S009085,1,spring2017
OTU12287,S009085,1,spring2017
OTU5577,S009085,1,spring2017
OTU9644,S009085,1,spring2017
OTU11928,S009085,1,spring2017
OTU14893,S009085,1,spring2017
OTU21577,S009085,1,spring2017
OTU6482,S009085,1,spring2017
OTU16209,S009085,1,spring2017
OTU13659,S009085,1,spring2017
OTU13558,S009085,1,spring2017
OTU23043,S009085,1,spring2017
OTU13153,S009085,1,spring2017
OTU5280,S009085,1,spring2017
OTU17348,S009085,1,spring2017
OTU23743,S009085,1,spring2017
OTU6737,S009085,1,spring2017
OTU6238,S009085,1,spring2017
OTU5853,S009085,1,spring2017
OTU9658,S009085,1,spring2017
OTU8756,S009085,1,spring2017
OTU15222,S009085,1,spring2017
OTU1079,S009085,1,spring2017
OTU5048,S009085,1,spring2017
OTU19837,S009085,1,spring2017
OTU20246,S009085,1,spring2017
OTU7704,S009085,1,spring2017
OTU17387,S009085,1,spring2017
OTU7505,S009085,1,spring2017
OTU8739,S009085,1,spring2017
OTU12974,S009085,1,spring2017
OTU18252,S009085,1,spring2017
OTU19008,S009085,1,spring2017
OTU16204,S009085,1,spring2017
OTU9041,S009085,1,spring2017
OTU10417,S009085,1,spring2017
OTU11722,S009085,1,spring2017
OTU21505,S009085,1,spring2017
OTU6411,S009085,1,spring2017
OTU21165,S009085,1,spring2017
OTU8047,S009085,1,spring2017
OTU15263,S009085,1,spring2017
OTU20695,S009085,1,spring2017
OTU6169,S009085,1,spring2017
OTU19350,S009085,1,spring2017
OTU15134,S009085,1,spring2017
OTU8717,S009085,1,spring2017
OTU5963,S009085,1,spring2017
OTU14878,S009085,1,spring2017
OTU15286,S009085,1,spring2017
OTU22494,S009085,1,spring2017
OTU14253,S009085,1,spring2017
OTU20268,S009085,1,spring2017
OTU17342,S009085,1,spring2017
OTU14411,S009085,1,spring2017
OTU21829,S009085,1,spring2017
OTU17013,S009085,1,spring2017
OTU12337,S009085,1,spring2017
OTU19089,S009085,1,spring2017
OTU17831,S009085,1,spring2017
OTU6,S009086,7415,spring2017
OTU1,S009086,5702,spring2017
OTU8,S009086,361,spring2017
OTU35,S009086,199,spring2017
OTU174,S009086,59,spring2017
OTU358,S009086,57,spring2017
OTU719,S009086,54,spring2017
OTU123,S009086,47,spring2017
OTU766,S009086,47,spring2017
OTU525,S009086,39,spring2017
OTU8061,S009086,33,spring2017
OTU544,S009086,26,spring2017
OTU149,S009086,23,spring2017
OTU127,S009086,21,spring2017
OTU542,S009086,21,spring2017
OTU1588,S009086,20,spring2017
OTU3855,S009086,19,spring2017
OTU812,S009086,19,spring2017
OTU12,S009086,18,spring2017
OTU1589,S009086,17,spring2017
OTU1049,S009086,15,spring2017
OTU1484,S009086,13,spring2017
OTU573,S009086,12,spring2017
OTU1915,S009086,11,spring2017
OTU1758,S009086,11,spring2017
OTU796,S009086,11,spring2017
OTU1939,S009086,11,spring2017
OTU1725,S009086,11,spring2017
OTU3663,S009086,11,spring2017
OTU1035,S009086,10,spring2017
OTU1423,S009086,10,spring2017
OTU3252,S009086,10,spring2017
OTU1803,S009086,10,spring2017
OTU745,S009086,9,spring2017
OTU764,S009086,9,spring2017
OTU1191,S009086,9,spring2017
OTU1186,S009086,9,spring2017
OTU2856,S009086,9,spring2017
OTU696,S009086,9,spring2017
OTU1786,S009086,8,spring2017
OTU1275,S009086,8,spring2017
OTU771,S009086,8,spring2017
OTU861,S009086,8,spring2017
OTU913,S009086,8,spring2017
OTU1274,S009086,8,spring2017
OTU3699,S009086,8,spring2017
OTU4152,S009086,7,spring2017
OTU2171,S009086,7,spring2017
OTU4464,S009086,7,spring2017
OTU2228,S009086,7,spring2017
OTU2105,S009086,7,spring2017
OTU3041,S009086,7,spring2017
OTU1502,S009086,7,spring2017
OTU3276,S009086,7,spring2017
OTU1863,S009086,6,spring2017
OTU13582,S009086,6,spring2017
OTU2516,S009086,6,spring2017
OTU4846,S009086,6,spring2017
OTU1599,S009086,6,spring2017
OTU1271,S009086,6,spring2017
OTU2566,S009086,6,spring2017
OTU6661,S009086,6,spring2017
OTU3528,S009086,6,spring2017
OTU1298,S009086,5,spring2017
OTU540,S009086,5,spring2017
OTU964,S009086,5,spring2017
OTU574,S009086,5,spring2017
OTU2096,S009086,5,spring2017
OTU1946,S009086,5,spring2017
OTU1308,S009086,5,spring2017
OTU420,S009086,5,spring2017
OTU1903,S009086,5,spring2017
OTU1473,S009086,5,spring2017
OTU1377,S009086,5,spring2017
OTU2089,S009086,5,spring2017
OTU1086,S009086,5,spring2017
OTU1138,S009086,5,spring2017
OTU1823,S009086,5,spring2017
OTU3148,S009086,5,spring2017
OTU3692,S009086,5,spring2017
OTU7622,S009086,5,spring2017
OTU3058,S009086,5,spring2017
OTU5024,S009086,5,spring2017
OTU6119,S009086,5,spring2017
OTU11,S009086,4,spring2017
OTU491,S009086,4,spring2017
OTU1101,S009086,4,spring2017
OTU1002,S009086,4,spring2017
OTU914,S009086,4,spring2017
OTU1731,S009086,4,spring2017
OTU19789,S009086,4,spring2017
OTU2400,S009086,4,spring2017
OTU4941,S009086,4,spring2017
OTU2056,S009086,4,spring2017
OTU7421,S009086,4,spring2017
OTU2296,S009086,4,spring2017
OTU2776,S009086,4,spring2017
OTU1419,S009086,4,spring2017
OTU3241,S009086,4,spring2017
OTU4177,S009086,4,spring2017
OTU10974,S009086,4,spring2017
OTU2428,S009086,4,spring2017
OTU4041,S009086,4,spring2017
OTU9117,S009086,4,spring2017
OTU383,S009086,3,spring2017
OTU681,S009086,3,spring2017
OTU204,S009086,3,spring2017
OTU810,S009086,3,spring2017
OTU2670,S009086,3,spring2017
OTU991,S009086,3,spring2017
OTU3577,S009086,3,spring2017
OTU646,S009086,3,spring2017
OTU2531,S009086,3,spring2017
OTU919,S009086,3,spring2017
OTU384,S009086,3,spring2017
OTU496,S009086,3,spring2017
OTU451,S009086,3,spring2017
OTU1015,S009086,3,spring2017
OTU3002,S009086,3,spring2017
OTU6427,S009086,3,spring2017
OTU2573,S009086,3,spring2017
OTU1682,S009086,3,spring2017
OTU15653,S009086,3,spring2017
OTU4074,S009086,3,spring2017
OTU2307,S009086,3,spring2017
OTU1500,S009086,3,spring2017
OTU10246,S009086,3,spring2017
OTU4023,S009086,3,spring2017
OTU11490,S009086,3,spring2017
OTU5675,S009086,3,spring2017
OTU20759,S009086,3,spring2017
OTU3081,S009086,3,spring2017
OTU5095,S009086,3,spring2017
OTU11529,S009086,3,spring2017
OTU3887,S009086,3,spring2017
OTU6249,S009086,3,spring2017
OTU1978,S009086,3,spring2017
OTU9703,S009086,3,spring2017
OTU94,S009086,2,spring2017
OTU1373,S009086,2,spring2017
OTU178,S009086,2,spring2017
OTU858,S009086,2,spring2017
OTU4229,S009086,2,spring2017
OTU4436,S009086,2,spring2017
OTU23595,S009086,2,spring2017
OTU9560,S009086,2,spring2017
OTU1065,S009086,2,spring2017
OTU308,S009086,2,spring2017
OTU530,S009086,2,spring2017
OTU1822,S009086,2,spring2017
OTU15172,S009086,2,spring2017
OTU1071,S009086,2,spring2017
OTU11196,S009086,2,spring2017
OTU3543,S009086,2,spring2017
OTU1075,S009086,2,spring2017
OTU691,S009086,2,spring2017
OTU1082,S009086,2,spring2017
OTU2080,S009086,2,spring2017
OTU1226,S009086,2,spring2017
OTU1949,S009086,2,spring2017
OTU5606,S009086,2,spring2017
OTU1871,S009086,2,spring2017
OTU6044,S009086,2,spring2017
OTU3011,S009086,2,spring2017
OTU5150,S009086,2,spring2017
OTU3874,S009086,2,spring2017
OTU1038,S009086,2,spring2017
OTU1454,S009086,2,spring2017
OTU1428,S009086,2,spring2017
OTU3477,S009086,2,spring2017
OTU10878,S009086,2,spring2017
OTU1569,S009086,2,spring2017
OTU17960,S009086,2,spring2017
OTU2796,S009086,2,spring2017
OTU1219,S009086,2,spring2017
OTU4161,S009086,2,spring2017
OTU3080,S009086,2,spring2017
OTU1625,S009086,2,spring2017
OTU6754,S009086,2,spring2017
OTU8379,S009086,2,spring2017
OTU23982,S009086,2,spring2017
OTU11231,S009086,2,spring2017
OTU8410,S009086,2,spring2017
OTU4998,S009086,2,spring2017
OTU22861,S009086,2,spring2017
OTU22037,S009086,2,spring2017
OTU20292,S009086,2,spring2017
OTU2444,S009086,2,spring2017
OTU10718,S009086,2,spring2017
OTU1001,S009086,2,spring2017
OTU2498,S009086,2,spring2017
OTU3698,S009086,2,spring2017
OTU8594,S009086,2,spring2017
OTU4769,S009086,2,spring2017
OTU4933,S009086,2,spring2017
OTU4181,S009086,2,spring2017
OTU4791,S009086,2,spring2017
OTU16811,S009086,2,spring2017
OTU3926,S009086,2,spring2017
OTU6290,S009086,2,spring2017
OTU22465,S009086,2,spring2017
OTU6091,S009086,2,spring2017
OTU20015,S009086,2,spring2017
OTU4625,S009086,2,spring2017
OTU17066,S009086,2,spring2017
OTU19961,S009086,2,spring2017
OTU16258,S009086,2,spring2017
OTU23130,S009086,2,spring2017
OTU3550,S009086,2,spring2017
OTU18601,S009086,2,spring2017
OTU11833,S009086,2,spring2017
OTU16096,S009086,2,spring2017
OTU23047,S009086,2,spring2017
OTU15554,S009086,2,spring2017
OTU9487,S009086,2,spring2017
OTU12280,S009086,2,spring2017
OTU14385,S009086,2,spring2017
OTU8263,S009086,2,spring2017
OTU11780,S009086,2,spring2017
OTU21546,S009086,2,spring2017
OTU12138,S009086,2,spring2017
OTU22726,S009086,2,spring2017
OTU12321,S009086,2,spring2017
OTU29,S009086,1,spring2017
OTU41,S009086,1,spring2017
OTU60,S009086,1,spring2017
OTU38,S009086,1,spring2017
OTU24,S009086,1,spring2017
OTU15,S009086,1,spring2017
OTU86,S009086,1,spring2017
OTU712,S009086,1,spring2017
OTU2241,S009086,1,spring2017
OTU49,S009086,1,spring2017
OTU842,S009086,1,spring2017
OTU3703,S009086,1,spring2017
OTU838,S009086,1,spring2017
OTU305,S009086,1,spring2017
OTU3485,S009086,1,spring2017
OTU3417,S009086,1,spring2017
OTU2689,S009086,1,spring2017
OTU519,S009086,1,spring2017
OTU14248,S009086,1,spring2017
OTU2809,S009086,1,spring2017
OTU549,S009086,1,spring2017
OTU8585,S009086,1,spring2017
OTU680,S009086,1,spring2017
OTU613,S009086,1,spring2017
OTU252,S009086,1,spring2017
OTU999,S009086,1,spring2017
OTU894,S009086,1,spring2017
OTU777,S009086,1,spring2017
OTU816,S009086,1,spring2017
OTU854,S009086,1,spring2017
OTU188,S009086,1,spring2017
OTU883,S009086,1,spring2017
OTU1044,S009086,1,spring2017
OTU7566,S009086,1,spring2017
OTU1531,S009086,1,spring2017
OTU6896,S009086,1,spring2017
OTU3107,S009086,1,spring2017
OTU1188,S009086,1,spring2017
OTU1791,S009086,1,spring2017
OTU6114,S009086,1,spring2017
OTU1785,S009086,1,spring2017
OTU862,S009086,1,spring2017
OTU811,S009086,1,spring2017
OTU1980,S009086,1,spring2017
OTU767,S009086,1,spring2017
OTU4480,S009086,1,spring2017
OTU2111,S009086,1,spring2017
OTU11835,S009086,1,spring2017
OTU6385,S009086,1,spring2017
OTU732,S009086,1,spring2017
OTU6546,S009086,1,spring2017
OTU2317,S009086,1,spring2017
OTU21775,S009086,1,spring2017
OTU3762,S009086,1,spring2017
OTU2584,S009086,1,spring2017
OTU1624,S009086,1,spring2017
OTU5645,S009086,1,spring2017
OTU2261,S009086,1,spring2017
OTU1537,S009086,1,spring2017
OTU2945,S009086,1,spring2017
OTU715,S009086,1,spring2017
OTU1125,S009086,1,spring2017
OTU977,S009086,1,spring2017
OTU1124,S009086,1,spring2017
OTU7549,S009086,1,spring2017
OTU2655,S009086,1,spring2017
OTU909,S009086,1,spring2017
OTU917,S009086,1,spring2017
OTU622,S009086,1,spring2017
OTU4966,S009086,1,spring2017
OTU910,S009086,1,spring2017
OTU3873,S009086,1,spring2017
OTU8031,S009086,1,spring2017
OTU3204,S009086,1,spring2017
OTU1669,S009086,1,spring2017
OTU1912,S009086,1,spring2017
OTU21196,S009086,1,spring2017
OTU3748,S009086,1,spring2017
OTU3046,S009086,1,spring2017
OTU5719,S009086,1,spring2017
OTU22788,S009086,1,spring2017
OTU15773,S009086,1,spring2017
OTU3800,S009086,1,spring2017
OTU12006,S009086,1,spring2017
OTU828,S009086,1,spring2017
OTU2369,S009086,1,spring2017
OTU4157,S009086,1,spring2017
OTU6443,S009086,1,spring2017
OTU2701,S009086,1,spring2017
OTU3000,S009086,1,spring2017
OTU8431,S009086,1,spring2017
OTU8143,S009086,1,spring2017
OTU882,S009086,1,spring2017
OTU5211,S009086,1,spring2017
OTU16148,S009086,1,spring2017
OTU4139,S009086,1,spring2017
OTU830,S009086,1,spring2017
OTU2069,S009086,1,spring2017
OTU5699,S009086,1,spring2017
OTU2825,S009086,1,spring2017
OTU2842,S009086,1,spring2017
OTU18010,S009086,1,spring2017
OTU1144,S009086,1,spring2017
OTU2053,S009086,1,spring2017
OTU6168,S009086,1,spring2017
OTU5582,S009086,1,spring2017
OTU6053,S009086,1,spring2017
OTU1039,S009086,1,spring2017
OTU10099,S009086,1,spring2017
OTU631,S009086,1,spring2017
OTU13674,S009086,1,spring2017
OTU677,S009086,1,spring2017
OTU966,S009086,1,spring2017
OTU2050,S009086,1,spring2017
OTU5124,S009086,1,spring2017
OTU5286,S009086,1,spring2017
OTU8699,S009086,1,spring2017
OTU863,S009086,1,spring2017
OTU10739,S009086,1,spring2017
OTU2500,S009086,1,spring2017
OTU16192,S009086,1,spring2017
OTU20807,S009086,1,spring2017
OTU2370,S009086,1,spring2017
OTU7022,S009086,1,spring2017
OTU10321,S009086,1,spring2017
OTU4489,S009086,1,spring2017
OTU3298,S009086,1,spring2017
OTU1167,S009086,1,spring2017
OTU3310,S009086,1,spring2017
OTU4615,S009086,1,spring2017
OTU5926,S009086,1,spring2017
OTU23386,S009086,1,spring2017
OTU3871,S009086,1,spring2017
OTU8441,S009086,1,spring2017
OTU11967,S009086,1,spring2017
OTU1821,S009086,1,spring2017
OTU1147,S009086,1,spring2017
OTU2866,S009086,1,spring2017
OTU5389,S009086,1,spring2017
OTU6642,S009086,1,spring2017
OTU4618,S009086,1,spring2017
OTU1659,S009086,1,spring2017
OTU4231,S009086,1,spring2017
OTU21679,S009086,1,spring2017
OTU15255,S009086,1,spring2017
OTU6944,S009086,1,spring2017
OTU12440,S009086,1,spring2017
OTU2539,S009086,1,spring2017
OTU21388,S009086,1,spring2017
OTU1141,S009086,1,spring2017
OTU10281,S009086,1,spring2017
OTU6941,S009086,1,spring2017
OTU825,S009086,1,spring2017
OTU12146,S009086,1,spring2017
OTU13565,S009086,1,spring2017
OTU5609,S009086,1,spring2017
OTU11164,S009086,1,spring2017
OTU6777,S009086,1,spring2017
OTU4147,S009086,1,spring2017
OTU4838,S009086,1,spring2017
OTU18697,S009086,1,spring2017
OTU5313,S009086,1,spring2017
OTU10717,S009086,1,spring2017
OTU9925,S009086,1,spring2017
OTU9911,S009086,1,spring2017
OTU5784,S009086,1,spring2017
OTU23964,S009086,1,spring2017
OTU7223,S009086,1,spring2017
OTU6155,S009086,1,spring2017
OTU9964,S009086,1,spring2017
OTU4493,S009086,1,spring2017
OTU3636,S009086,1,spring2017
OTU9272,S009086,1,spring2017
OTU5378,S009086,1,spring2017
OTU8253,S009086,1,spring2017
OTU6792,S009086,1,spring2017
OTU4465,S009086,1,spring2017
OTU2487,S009086,1,spring2017
OTU1985,S009086,1,spring2017
OTU9811,S009086,1,spring2017
OTU20517,S009086,1,spring2017
OTU5876,S009086,1,spring2017
OTU8827,S009086,1,spring2017
OTU10042,S009086,1,spring2017
OTU3454,S009086,1,spring2017
OTU18821,S009086,1,spring2017
OTU18387,S009086,1,spring2017
OTU16683,S009086,1,spring2017
OTU20361,S009086,1,spring2017
OTU20437,S009086,1,spring2017
OTU9218,S009086,1,spring2017
OTU21493,S009086,1,spring2017
OTU13901,S009086,1,spring2017
OTU9970,S009086,1,spring2017
OTU9693,S009086,1,spring2017
OTU809,S009086,1,spring2017
OTU7664,S009086,1,spring2017
OTU21975,S009086,1,spring2017
OTU9896,S009086,1,spring2017
OTU5857,S009086,1,spring2017
OTU16701,S009086,1,spring2017
OTU3313,S009086,1,spring2017
OTU12864,S009086,1,spring2017
OTU16500,S009086,1,spring2017
OTU9442,S009086,1,spring2017
OTU3170,S009086,1,spring2017
OTU13408,S009086,1,spring2017
OTU19503,S009086,1,spring2017
OTU6330,S009086,1,spring2017
OTU3265,S009086,1,spring2017
OTU3512,S009086,1,spring2017
OTU14046,S009086,1,spring2017
OTU6918,S009086,1,spring2017
OTU2644,S009086,1,spring2017
OTU12039,S009086,1,spring2017
OTU6144,S009086,1,spring2017
OTU22090,S009086,1,spring2017
OTU15384,S009086,1,spring2017
OTU8869,S009086,1,spring2017
OTU8811,S009086,1,spring2017
OTU7385,S009086,1,spring2017
OTU4470,S009086,1,spring2017
OTU18076,S009086,1,spring2017
OTU5973,S009086,1,spring2017
OTU14384,S009086,1,spring2017
OTU23454,S009086,1,spring2017
OTU17034,S009086,1,spring2017
OTU11184,S009086,1,spring2017
OTU8845,S009086,1,spring2017
OTU10308,S009086,1,spring2017
OTU6624,S009086,1,spring2017
OTU7746,S009086,1,spring2017
OTU8250,S009086,1,spring2017
OTU5853,S009086,1,spring2017
OTU15797,S009086,1,spring2017
OTU16403,S009086,1,spring2017
OTU20844,S009086,1,spring2017
OTU9936,S009086,1,spring2017
OTU15977,S009086,1,spring2017
OTU8129,S009086,1,spring2017
OTU23880,S009086,1,spring2017
OTU7637,S009086,1,spring2017
OTU8466,S009086,1,spring2017
OTU7641,S009086,1,spring2017
OTU14880,S009086,1,spring2017
OTU19995,S009086,1,spring2017
OTU18319,S009086,1,spring2017
OTU21198,S009086,1,spring2017
OTU9914,S009086,1,spring2017
OTU9754,S009086,1,spring2017
OTU8932,S009086,1,spring2017
OTU12225,S009086,1,spring2017
OTU19439,S009086,1,spring2017
OTU9616,S009086,1,spring2017
OTU12083,S009086,1,spring2017
OTU9723,S009086,1,spring2017
OTU11789,S009086,1,spring2017
OTU7297,S009086,1,spring2017
OTU23032,S009086,1,spring2017
OTU8956,S009086,1,spring2017
OTU10,S009087,5686,spring2017
OTU1,S009087,1689,spring2017
OTU8,S009087,897,spring2017
OTU17,S009087,101,spring2017
OTU29,S009087,88,spring2017
OTU94,S009087,83,spring2017
OTU123,S009087,64,spring2017
OTU191,S009087,52,spring2017
OTU149,S009087,25,spring2017
OTU1425,S009087,11,spring2017
OTU409,S009087,10,spring2017
OTU171,S009087,9,spring2017
OTU12,S009087,7,spring2017
OTU23,S009087,7,spring2017
OTU81,S009087,7,spring2017
OTU239,S009087,5,spring2017
OTU1822,S009087,5,spring2017
