OTU,SampleID,Reads,DataFrame
OTU9380,S008848,3,spring2017
OTU22801,S008848,3,spring2017
OTU19486,S008848,3,spring2017
OTU16572,S008848,3,spring2017
OTU14002,S008848,3,spring2017
OTU23427,S008848,3,spring2017
OTU18831,S008848,3,spring2017
OTU9279,S008848,3,spring2017
OTU16966,S008848,3,spring2017
OTU8511,S008848,3,spring2017
OTU19813,S008848,3,spring2017
OTU11273,S008848,3,spring2017
OTU12841,S008848,3,spring2017
OTU23867,S008848,3,spring2017
OTU11634,S008848,3,spring2017
OTU9290,S008848,3,spring2017
OTU9255,S008848,3,spring2017
OTU11664,S008848,3,spring2017
OTU12032,S008848,3,spring2017
OTU20504,S008848,3,spring2017
OTU20933,S008848,3,spring2017
OTU19575,S008848,3,spring2017
OTU10520,S008848,3,spring2017
OTU10719,S008848,3,spring2017
OTU8497,S008848,3,spring2017
OTU9080,S008848,3,spring2017
OTU9554,S008848,3,spring2017
OTU14509,S008848,3,spring2017
OTU20162,S008848,3,spring2017
OTU9254,S008848,3,spring2017
OTU18063,S008848,3,spring2017
OTU9712,S008848,3,spring2017
OTU10012,S008848,3,spring2017
OTU21011,S008848,3,spring2017
OTU19653,S008848,3,spring2017
OTU16289,S008848,3,spring2017
OTU21458,S008848,3,spring2017
OTU7962,S008848,3,spring2017
OTU17964,S008848,3,spring2017
OTU10928,S008848,3,spring2017
OTU9938,S008848,3,spring2017
OTU8078,S008848,3,spring2017
OTU8520,S008848,3,spring2017
OTU10540,S008848,3,spring2017
OTU8548,S008848,3,spring2017
OTU23576,S008848,3,spring2017
OTU15647,S008848,3,spring2017
OTU23098,S008848,3,spring2017
OTU11144,S008848,3,spring2017
OTU22385,S008848,3,spring2017
OTU20403,S008848,3,spring2017
OTU8140,S008848,3,spring2017
OTU17435,S008848,3,spring2017
OTU9373,S008848,3,spring2017
OTU11809,S008848,3,spring2017
OTU13683,S008848,3,spring2017
OTU9906,S008848,3,spring2017
OTU9047,S008848,3,spring2017
OTU23618,S008848,2,spring2017
OTU20915,S008848,2,spring2017
OTU9725,S008848,2,spring2017
OTU11781,S008848,2,spring2017
OTU9994,S008848,2,spring2017
OTU16818,S008848,2,spring2017
OTU17810,S008848,2,spring2017
OTU20779,S008848,2,spring2017
OTU1082,S008848,2,spring2017
OTU15634,S008848,2,spring2017
OTU18997,S008848,2,spring2017
OTU22550,S008848,2,spring2017
OTU22749,S008848,2,spring2017
OTU24142,S008848,2,spring2017
OTU20419,S008848,2,spring2017
OTU23176,S008848,2,spring2017
OTU24010,S008848,2,spring2017
OTU21446,S008848,2,spring2017
OTU11095,S008848,2,spring2017
OTU5792,S008848,2,spring2017
OTU22653,S008848,2,spring2017
OTU24113,S008848,2,spring2017
OTU22309,S008848,2,spring2017
OTU18416,S008848,2,spring2017
OTU22866,S008848,2,spring2017
OTU22324,S008848,2,spring2017
OTU19714,S008848,2,spring2017
OTU21330,S008848,2,spring2017
OTU23373,S008848,2,spring2017
OTU9802,S008848,2,spring2017
OTU11570,S008848,2,spring2017
OTU24130,S008848,2,spring2017
OTU21238,S008848,2,spring2017
OTU11951,S008848,2,spring2017
OTU11593,S008848,2,spring2017
OTU20552,S008848,2,spring2017
OTU12167,S008848,2,spring2017
OTU22712,S008848,2,spring2017
OTU13230,S008848,2,spring2017
OTU820,S008848,2,spring2017
OTU13959,S008848,2,spring2017
OTU12233,S008848,2,spring2017
OTU16921,S008848,2,spring2017
OTU20430,S008848,2,spring2017
OTU8583,S008848,2,spring2017
OTU18823,S008848,2,spring2017
OTU8646,S008848,2,spring2017
OTU11361,S008848,2,spring2017
OTU19923,S008848,2,spring2017
OTU22599,S008848,2,spring2017
OTU13855,S008848,2,spring2017
OTU20686,S008848,2,spring2017
OTU22945,S008848,2,spring2017
OTU22499,S008848,2,spring2017
OTU6704,S008848,2,spring2017
OTU9163,S008848,2,spring2017
OTU15303,S008848,2,spring2017
OTU17802,S008848,2,spring2017
OTU9239,S008848,2,spring2017
OTU7960,S008848,2,spring2017
OTU16360,S008848,2,spring2017
OTU10005,S008848,2,spring2017
OTU24048,S008848,2,spring2017
OTU16138,S008848,2,spring2017
OTU8202,S008848,2,spring2017
OTU16036,S008848,2,spring2017
OTU22092,S008848,2,spring2017
OTU9034,S008848,2,spring2017
OTU18745,S008848,2,spring2017
OTU22028,S008848,2,spring2017
OTU20931,S008848,2,spring2017
OTU22311,S008848,2,spring2017
OTU20757,S008848,2,spring2017
OTU21045,S008848,2,spring2017
OTU21203,S008848,2,spring2017
OTU14871,S008848,2,spring2017
OTU17633,S008848,2,spring2017
OTU23887,S008848,2,spring2017
OTU13377,S008848,2,spring2017
OTU12842,S008848,2,spring2017
OTU10108,S008848,2,spring2017
OTU11854,S008848,2,spring2017
OTU9223,S008848,2,spring2017
OTU19372,S008848,2,spring2017
OTU22428,S008848,2,spring2017
OTU13632,S008848,2,spring2017
OTU19033,S008848,2,spring2017
OTU23919,S008848,2,spring2017
OTU19731,S008848,2,spring2017
OTU14491,S008848,2,spring2017
OTU16792,S008848,2,spring2017
OTU18296,S008848,2,spring2017
OTU23952,S008848,2,spring2017
OTU17021,S008848,2,spring2017
OTU14497,S008848,2,spring2017
OTU20696,S008848,2,spring2017
OTU24013,S008848,2,spring2017
OTU15483,S008848,2,spring2017
OTU23995,S008848,2,spring2017
OTU18833,S008848,2,spring2017
OTU21490,S008848,2,spring2017
OTU19298,S008848,2,spring2017
OTU20758,S008848,2,spring2017
OTU14663,S008848,2,spring2017
OTU21400,S008848,2,spring2017
OTU22912,S008848,2,spring2017
OTU23898,S008848,2,spring2017
OTU13335,S008848,2,spring2017
OTU12543,S008848,2,spring2017
OTU19958,S008848,2,spring2017
OTU16486,S008848,2,spring2017
OTU17754,S008848,2,spring2017
OTU13559,S008848,2,spring2017
OTU23206,S008848,2,spring2017
OTU21149,S008848,2,spring2017
OTU21579,S008848,2,spring2017
OTU20904,S008848,2,spring2017
OTU22258,S008848,2,spring2017
OTU16419,S008848,2,spring2017
OTU19836,S008848,2,spring2017
OTU17234,S008848,2,spring2017
OTU20469,S008848,2,spring2017
OTU13776,S008848,2,spring2017
OTU19929,S008848,2,spring2017
OTU13950,S008848,2,spring2017
OTU22016,S008848,2,spring2017
OTU15741,S008848,2,spring2017
OTU15109,S008848,2,spring2017
OTU9079,S008848,2,spring2017
OTU18310,S008848,2,spring2017
OTU9095,S008848,2,spring2017
OTU22357,S008848,2,spring2017
OTU19082,S008848,2,spring2017
OTU21434,S008848,2,spring2017
OTU15946,S008848,2,spring2017
OTU11044,S008848,2,spring2017
OTU14157,S008848,2,spring2017
OTU11775,S008848,2,spring2017
OTU22182,S008848,2,spring2017
OTU13607,S008848,2,spring2017
OTU14654,S008848,2,spring2017
OTU15593,S008848,2,spring2017
OTU16964,S008848,2,spring2017
OTU23048,S008848,2,spring2017
OTU17459,S008848,2,spring2017
OTU15545,S008848,2,spring2017
OTU13631,S008848,2,spring2017
OTU21424,S008848,2,spring2017
OTU15526,S008848,2,spring2017
OTU13011,S008848,2,spring2017
OTU12475,S008848,2,spring2017
OTU22407,S008848,2,spring2017
OTU21805,S008848,2,spring2017
OTU17110,S008848,2,spring2017
OTU22153,S008848,2,spring2017
OTU21325,S008848,2,spring2017
OTU22255,S008848,2,spring2017
OTU15474,S008848,2,spring2017
OTU21472,S008848,2,spring2017
OTU22600,S008848,2,spring2017
OTU18281,S008848,2,spring2017
OTU12466,S008848,2,spring2017
OTU20540,S008848,2,spring2017
OTU16224,S008848,2,spring2017
OTU20982,S008848,2,spring2017
OTU16954,S008848,2,spring2017
OTU13444,S008848,2,spring2017
OTU23640,S008848,2,spring2017
OTU12582,S008848,2,spring2017
OTU12303,S008848,2,spring2017
OTU11930,S008848,2,spring2017
OTU15928,S008848,2,spring2017
OTU20425,S008848,2,spring2017
OTU11622,S008848,2,spring2017
OTU20960,S008848,2,spring2017
OTU23495,S008848,2,spring2017
OTU18574,S008848,2,spring2017
OTU12123,S008848,2,spring2017
OTU12094,S008848,2,spring2017
OTU21882,S008848,2,spring2017
OTU22994,S008848,2,spring2017
OTU23617,S008848,2,spring2017
OTU14265,S008848,2,spring2017
OTU12571,S008848,2,spring2017
OTU17946,S008848,2,spring2017
OTU12708,S008848,2,spring2017
OTU20352,S008848,2,spring2017
OTU14734,S008848,2,spring2017
OTU22026,S008848,2,spring2017
OTU22386,S008848,2,spring2017
OTU20013,S008848,2,spring2017
OTU11695,S008848,2,spring2017
OTU24109,S008848,2,spring2017
OTU20593,S008848,2,spring2017
OTU22669,S008848,2,spring2017
OTU17704,S008848,2,spring2017
OTU18323,S008848,2,spring2017
OTU15067,S008848,2,spring2017
OTU20314,S008848,2,spring2017
OTU11754,S008848,2,spring2017
OTU17064,S008848,2,spring2017
OTU17657,S008848,2,spring2017
OTU12997,S008848,2,spring2017
OTU21993,S008848,2,spring2017
OTU12348,S008848,2,spring2017
OTU22982,S008848,2,spring2017
OTU12180,S008848,2,spring2017
OTU15763,S008848,2,spring2017
OTU21772,S008848,2,spring2017
OTU19504,S008848,2,spring2017
OTU37,S008848,1,spring2017
OTU93,S008848,1,spring2017
OTU13,S008848,1,spring2017
OTU519,S008848,1,spring2017
OTU11111,S008848,1,spring2017
OTU1531,S008848,1,spring2017
OTU434,S008848,1,spring2017
OTU848,S008848,1,spring2017
OTU1139,S008848,1,spring2017
OTU400,S008848,1,spring2017
OTU646,S008848,1,spring2017
OTU18075,S008848,1,spring2017
OTU1677,S008848,1,spring2017
OTU919,S008848,1,spring2017
OTU954,S008848,1,spring2017
OTU6277,S008848,1,spring2017
OTU13119,S008848,1,spring2017
OTU17421,S008848,1,spring2017
OTU21677,S008848,1,spring2017
OTU8314,S008848,1,spring2017
OTU23904,S008848,1,spring2017
OTU23351,S008848,1,spring2017
OTU18856,S008848,1,spring2017
OTU12590,S008848,1,spring2017
OTU12414,S008848,1,spring2017
OTU10272,S008848,1,spring2017
OTU12367,S008848,1,spring2017
OTU13018,S008848,1,spring2017
OTU11804,S008848,1,spring2017
OTU14864,S008848,1,spring2017
OTU20291,S008848,1,spring2017
OTU12240,S008848,1,spring2017
OTU23472,S008848,1,spring2017
OTU11649,S008848,1,spring2017
OTU14014,S008848,1,spring2017
OTU12122,S008848,1,spring2017
OTU11935,S008848,1,spring2017
OTU8732,S008848,1,spring2017
OTU11818,S008848,1,spring2017
OTU20431,S008848,1,spring2017
OTU7288,S008848,1,spring2017
OTU20124,S008848,1,spring2017
OTU24022,S008848,1,spring2017
OTU15561,S008848,1,spring2017
OTU20472,S008848,1,spring2017
OTU23881,S008848,1,spring2017
OTU10745,S008848,1,spring2017
OTU20796,S008848,1,spring2017
OTU18742,S008848,1,spring2017
OTU2917,S008848,1,spring2017
OTU20740,S008848,1,spring2017
OTU20070,S008848,1,spring2017
OTU21344,S008848,1,spring2017
OTU9532,S008848,1,spring2017
OTU20020,S008848,1,spring2017
OTU16272,S008848,1,spring2017
OTU15513,S008848,1,spring2017
OTU22546,S008848,1,spring2017
OTU15243,S008848,1,spring2017
OTU15103,S008848,1,spring2017
OTU21027,S008848,1,spring2017
OTU20996,S008848,1,spring2017
OTU23967,S008848,1,spring2017
OTU24,S008849,14360,spring2017
OTU245,S008849,200,spring2017
OTU531,S008849,121,spring2017
OTU1977,S008849,36,spring2017
OTU1200,S008849,28,spring2017
OTU1278,S008849,25,spring2017
OTU3931,S008849,20,spring2017
OTU3094,S008849,12,spring2017
OTU2935,S008849,10,spring2017
OTU11226,S008849,9,spring2017
OTU4275,S008849,7,spring2017
OTU6976,S008849,7,spring2017
OTU5811,S008849,6,spring2017
OTU7497,S008849,6,spring2017
OTU4724,S008849,6,spring2017
OTU6153,S008849,5,spring2017
OTU9758,S008849,5,spring2017
OTU70,S008849,4,spring2017
OTU16053,S008849,4,spring2017
OTU9677,S008849,4,spring2017
OTU1737,S008849,3,spring2017
OTU646,S008849,3,spring2017
OTU9638,S008849,3,spring2017
OTU1144,S008849,3,spring2017
OTU19959,S008849,3,spring2017
OTU14439,S008849,3,spring2017
OTU7089,S008849,3,spring2017
OTU11023,S008849,3,spring2017
OTU8668,S008849,3,spring2017
OTU16043,S008849,3,spring2017
OTU23671,S008849,3,spring2017
OTU8284,S008849,3,spring2017
OTU15214,S008849,3,spring2017
OTU55,S008849,2,spring2017
OTU400,S008849,2,spring2017
OTU21052,S008849,2,spring2017
OTU23064,S008849,2,spring2017
OTU19424,S008849,2,spring2017
OTU14639,S008849,2,spring2017
OTU10548,S008849,2,spring2017
OTU11791,S008849,2,spring2017
OTU20655,S008849,2,spring2017
OTU21040,S008849,2,spring2017
OTU20610,S008849,2,spring2017
OTU19968,S008849,2,spring2017
OTU21697,S008849,2,spring2017
OTU14488,S008849,2,spring2017
OTU16539,S008849,2,spring2017
OTU18862,S008849,2,spring2017
OTU18566,S008849,2,spring2017
OTU13551,S008849,2,spring2017
OTU18102,S008849,2,spring2017
OTU19249,S008849,2,spring2017
OTU12276,S008849,2,spring2017
OTU21974,S008849,2,spring2017
OTU21157,S008849,2,spring2017
OTU20332,S008849,2,spring2017
OTU23175,S008849,2,spring2017
OTU13084,S008849,2,spring2017
OTU11571,S008849,2,spring2017
OTU17130,S008849,2,spring2017
OTU11955,S008849,2,spring2017
OTU11646,S008849,2,spring2017
OTU17256,S008849,2,spring2017
OTU21721,S008849,2,spring2017
OTU18437,S008849,2,spring2017
OTU20181,S008849,2,spring2017
OTU17578,S008849,2,spring2017
OTU11986,S008849,2,spring2017
OTU17267,S008849,2,spring2017
OTU22823,S008849,2,spring2017
OTU22589,S008849,2,spring2017
OTU12,S008849,1,spring2017
OTU1,S008849,1,spring2017
OTU38,S008849,1,spring2017
OTU50,S008849,1,spring2017
OTU21,S008849,1,spring2017
OTU66,S008849,1,spring2017
OTU1968,S008849,1,spring2017
OTU1033,S008849,1,spring2017
OTU1044,S008849,1,spring2017
OTU713,S008849,1,spring2017
OTU1253,S008849,1,spring2017
OTU918,S008849,1,spring2017
OTU21381,S008849,1,spring2017
OTU3138,S008849,1,spring2017
OTU17488,S008849,1,spring2017
OTU18651,S008849,1,spring2017
OTU17997,S008849,1,spring2017
OTU22355,S008849,1,spring2017
OTU20217,S008849,1,spring2017
OTU12028,S008849,1,spring2017
OTU14405,S008849,1,spring2017
OTU19889,S008849,1,spring2017
OTU93,S008850,6325,spring2017
OTU462,S008850,75,spring2017
OTU690,S008850,51,spring2017
OTU835,S008850,39,spring2017
OTU1042,S008850,37,spring2017
OTU1122,S008850,32,spring2017
OTU1290,S008850,27,spring2017
OTU2003,S008850,26,spring2017
OTU2693,S008850,14,spring2017
OTU5304,S008850,14,spring2017
OTU2425,S008850,13,spring2017
OTU3823,S008850,13,spring2017
OTU4642,S008850,11,spring2017
OTU6903,S008850,11,spring2017
OTU5467,S008850,10,spring2017
OTU4911,S008850,10,spring2017
OTU2900,S008850,10,spring2017
OTU5806,S008850,10,spring2017
OTU5485,S008850,10,spring2017
OTU6633,S008850,10,spring2017
OTU3071,S008850,10,spring2017
OTU3637,S008850,10,spring2017
OTU4758,S008850,9,spring2017
OTU4163,S008850,9,spring2017
OTU4296,S008850,9,spring2017
OTU4678,S008850,9,spring2017
OTU2986,S008850,9,spring2017
OTU3346,S008850,9,spring2017
OTU2877,S008850,8,spring2017
OTU5003,S008850,8,spring2017
OTU5858,S008850,8,spring2017
OTU5967,S008850,8,spring2017
OTU3331,S008850,8,spring2017
OTU8726,S008850,8,spring2017
OTU3563,S008850,8,spring2017
OTU4772,S008850,8,spring2017
OTU3905,S008850,8,spring2017
OTU10028,S008850,8,spring2017
OTU4165,S008850,8,spring2017
OTU3488,S008850,7,spring2017
OTU5585,S008850,7,spring2017
OTU4017,S008850,7,spring2017
OTU4079,S008850,7,spring2017
OTU2920,S008850,7,spring2017
OTU7233,S008850,7,spring2017
OTU4948,S008850,7,spring2017
OTU7476,S008850,7,spring2017
OTU3064,S008850,7,spring2017
OTU7134,S008850,7,spring2017
OTU7143,S008850,7,spring2017
OTU7337,S008850,7,spring2017
OTU868,S008850,6,spring2017
OTU4488,S008850,6,spring2017
OTU7586,S008850,6,spring2017
OTU9395,S008850,6,spring2017
OTU5380,S008850,6,spring2017
OTU3952,S008850,6,spring2017
OTU2772,S008850,6,spring2017
OTU4192,S008850,6,spring2017
OTU4392,S008850,6,spring2017
OTU10680,S008850,6,spring2017
OTU7885,S008850,6,spring2017
OTU10578,S008850,6,spring2017
OTU6140,S008850,6,spring2017
OTU6365,S008850,6,spring2017
OTU3624,S008850,6,spring2017
OTU264,S008850,5,spring2017
OTU3985,S008850,5,spring2017
OTU2960,S008850,5,spring2017
OTU646,S008850,5,spring2017
OTU5909,S008850,5,spring2017
OTU10086,S008850,5,spring2017
OTU2748,S008850,5,spring2017
OTU11457,S008850,5,spring2017
OTU4495,S008850,5,spring2017
OTU4246,S008850,5,spring2017
OTU5497,S008850,5,spring2017
OTU5152,S008850,5,spring2017
OTU7679,S008850,5,spring2017
OTU8695,S008850,5,spring2017
OTU9618,S008850,5,spring2017
OTU18511,S008850,5,spring2017
OTU5306,S008850,5,spring2017
OTU6520,S008850,5,spring2017
OTU8474,S008850,5,spring2017
OTU10048,S008850,5,spring2017
OTU11060,S008850,5,spring2017
OTU5042,S008850,5,spring2017
OTU7147,S008850,5,spring2017
OTU5431,S008850,5,spring2017
OTU6561,S008850,4,spring2017
OTU3442,S008850,4,spring2017
OTU9691,S008850,4,spring2017
OTU10010,S008850,4,spring2017
OTU4355,S008850,4,spring2017
OTU9388,S008850,4,spring2017
OTU23529,S008850,4,spring2017
OTU10679,S008850,4,spring2017
OTU18438,S008850,4,spring2017
OTU7995,S008850,4,spring2017
OTU5987,S008850,4,spring2017
OTU8256,S008850,4,spring2017
OTU8075,S008850,4,spring2017
OTU21028,S008850,4,spring2017
OTU6108,S008850,4,spring2017
OTU14800,S008850,4,spring2017
OTU18333,S008850,4,spring2017
OTU11334,S008850,4,spring2017
OTU6787,S008850,4,spring2017
OTU4976,S008850,4,spring2017
OTU11652,S008850,4,spring2017
OTU10004,S008850,4,spring2017
OTU7097,S008850,4,spring2017
OTU15615,S008850,4,spring2017
OTU11301,S008850,4,spring2017
OTU8812,S008850,4,spring2017
OTU19924,S008850,4,spring2017
OTU4421,S008850,4,spring2017
OTU21240,S008850,4,spring2017
OTU10767,S008850,4,spring2017
OTU11648,S008850,4,spring2017
OTU9898,S008850,4,spring2017
OTU11403,S008850,3,spring2017
OTU20179,S008850,3,spring2017
OTU5329,S008850,3,spring2017
OTU9201,S008850,3,spring2017
OTU7609,S008850,3,spring2017
OTU10868,S008850,3,spring2017
OTU13759,S008850,3,spring2017
OTU10805,S008850,3,spring2017
OTU6414,S008850,3,spring2017
OTU9003,S008850,3,spring2017
OTU5505,S008850,3,spring2017
OTU4565,S008850,3,spring2017
OTU10892,S008850,3,spring2017
OTU10091,S008850,3,spring2017
OTU19158,S008850,3,spring2017
OTU19339,S008850,3,spring2017
OTU9615,S008850,3,spring2017
OTU10364,S008850,3,spring2017
OTU8640,S008850,3,spring2017
OTU11895,S008850,3,spring2017
OTU10544,S008850,3,spring2017
OTU9151,S008850,3,spring2017
OTU8476,S008850,3,spring2017
OTU18169,S008850,3,spring2017
OTU5623,S008850,3,spring2017
OTU8904,S008850,3,spring2017
OTU18166,S008850,3,spring2017
OTU20947,S008850,3,spring2017
OTU10716,S008850,3,spring2017
OTU7392,S008850,3,spring2017
OTU16686,S008850,3,spring2017
OTU17180,S008850,3,spring2017
OTU5868,S008850,3,spring2017
OTU8742,S008850,3,spring2017
OTU11613,S008850,3,spring2017
OTU7657,S008850,3,spring2017
OTU9883,S008850,3,spring2017
OTU12152,S008850,3,spring2017
OTU16853,S008850,3,spring2017
OTU11471,S008850,3,spring2017
OTU11035,S008850,3,spring2017
OTU22679,S008850,3,spring2017
OTU22457,S008850,3,spring2017
OTU10610,S008850,3,spring2017
OTU10526,S008850,3,spring2017
OTU19622,S008850,3,spring2017
OTU14132,S008850,3,spring2017
OTU22220,S008850,3,spring2017
OTU10712,S008850,3,spring2017
OTU20535,S008850,3,spring2017
OTU19847,S008850,3,spring2017
OTU10018,S008850,3,spring2017
OTU20811,S008850,2,spring2017
OTU519,S008850,2,spring2017
OTU10084,S008850,2,spring2017
OTU20747,S008850,2,spring2017
OTU9947,S008850,2,spring2017
OTU22057,S008850,2,spring2017
OTU837,S008850,2,spring2017
OTU14908,S008850,2,spring2017
OTU12526,S008850,2,spring2017
OTU23526,S008850,2,spring2017
OTU15126,S008850,2,spring2017
OTU17834,S008850,2,spring2017
OTU15477,S008850,2,spring2017
OTU9969,S008850,2,spring2017
OTU20024,S008850,2,spring2017
OTU14884,S008850,2,spring2017
OTU11810,S008850,2,spring2017
OTU2456,S008850,2,spring2017
OTU17626,S008850,2,spring2017
OTU12339,S008850,2,spring2017
OTU15199,S008850,2,spring2017
OTU14242,S008850,2,spring2017
OTU23425,S008850,2,spring2017
OTU17284,S008850,2,spring2017
OTU18303,S008850,2,spring2017
OTU20578,S008850,2,spring2017
OTU8260,S008850,2,spring2017
OTU8823,S008850,2,spring2017
OTU23021,S008850,2,spring2017
OTU18713,S008850,2,spring2017
OTU18584,S008850,2,spring2017
OTU22837,S008850,2,spring2017
OTU22074,S008850,2,spring2017
OTU22753,S008850,2,spring2017
OTU11165,S008850,2,spring2017
OTU20392,S008850,2,spring2017
OTU19398,S008850,2,spring2017
OTU22815,S008850,2,spring2017
OTU16720,S008850,2,spring2017
OTU16798,S008850,2,spring2017
OTU16803,S008850,2,spring2017
OTU14627,S008850,2,spring2017
OTU20497,S008850,2,spring2017
OTU16212,S008850,2,spring2017
OTU7221,S008850,2,spring2017
OTU18193,S008850,2,spring2017
OTU17989,S008850,2,spring2017
OTU15670,S008850,2,spring2017
OTU9866,S008850,2,spring2017
OTU20426,S008850,2,spring2017
OTU16319,S008850,2,spring2017
OTU18597,S008850,2,spring2017
OTU22304,S008850,2,spring2017
OTU12667,S008850,2,spring2017
OTU12759,S008850,2,spring2017
OTU20118,S008850,2,spring2017
OTU14535,S008850,2,spring2017
OTU11582,S008850,2,spring2017
OTU9600,S008850,2,spring2017
OTU5906,S008850,2,spring2017
OTU17555,S008850,2,spring2017
OTU12993,S008850,2,spring2017
OTU22552,S008850,2,spring2017
OTU22282,S008850,2,spring2017
OTU13506,S008850,2,spring2017
OTU16285,S008850,2,spring2017
OTU14330,S008850,2,spring2017
OTU13818,S008850,2,spring2017
OTU15283,S008850,2,spring2017
OTU16915,S008850,2,spring2017
OTU23319,S008850,2,spring2017
OTU18599,S008850,2,spring2017
OTU22368,S008850,2,spring2017
OTU20073,S008850,2,spring2017
OTU21614,S008850,2,spring2017
OTU15051,S008850,2,spring2017
OTU36,S008850,1,spring2017
OTU26,S008850,1,spring2017
OTU78,S008850,1,spring2017
OTU19,S008850,1,spring2017
OTU932,S008850,1,spring2017
OTU1033,S008850,1,spring2017
OTU549,S008850,1,spring2017
OTU9320,S008850,1,spring2017
OTU22003,S008850,1,spring2017
OTU400,S008850,1,spring2017
OTU1409,S008850,1,spring2017
OTU1530,S008850,1,spring2017
OTU10678,S008850,1,spring2017
OTU3720,S008850,1,spring2017
OTU1460,S008850,1,spring2017
OTU15019,S008850,1,spring2017
OTU18362,S008850,1,spring2017
OTU2440,S008850,1,spring2017
OTU16012,S008850,1,spring2017
OTU23517,S008850,1,spring2017
OTU17524,S008850,1,spring2017
OTU12928,S008850,1,spring2017
OTU16976,S008850,1,spring2017
OTU17684,S008850,1,spring2017
OTU58,S008851,11277,spring2017
OTU1400,S008851,27,spring2017
OTU2318,S008851,23,spring2017
OTU2107,S008851,18,spring2017
